,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Aaron Nola,PHI,29.99646988511085,29.673842668533325,174.38976715803145,158.29194736480713,38.7870334982872,9.234717965126038,2.047543711960316,2.05513308942318,6.081968396902084,0.1731732934713363,0.7947922125458717,8.354329526424408,4.039852023124695,2.001012857407331,7.242475591599941,2.262973360419273,4.347979497909546,4.481886967420577,3.950541153550148,1.782998538017273
1,1,Carlos Rodon,SFG,31.57189521193504,28.689368784427643,173.95621042251585,158.29193204641342,39.693241238594055,10.167405724525452,3.0438903495669365,1.7521993070840836,4.852935969829559,0.1507832616567611,0.8534067571163177,8.354329526424408,3.9899106323719034,1.9078024306893349,7.242475591599941,2.588888160586357,4.264585566520691,4.47514867722988,3.948340139389038,1.782998538017273
2,2,Justin Verlander,HOU,32.82416060566902,27.19283401966095,165.74919564723967,158.29177886247635,25.906615376472477,8.303011357784271,2.2822990268468857,1.6713033467531204,5.515303015708923,0.1392171800136566,0.7729968726634979,8.354329526424408,3.709160462021828,2.004365826100111,7.242475591599941,2.637056484520435,4.248839211463928,4.480408542752265,3.948439440727234,1.782999001145363
3,3,Sandy Alcantara,MIA,35.459101378917694,29.67996776103973,174.39031122922896,158.29194736480713,43.626511573791504,7.340357959270477,2.3422375470399857,1.6960404217243197,4.826886355876923,0.1625691726803779,0.7860139533877373,8.354329526424408,3.813621439039707,2.067492210716009,7.242475591599941,3.1399877321720124,4.367558789253235,4.48892487823963,3.9559714472293854,1.7829994642734528
4,4,Kevin Gausman,TOR,31.492181479930878,29.541175603866577,174.25717700719832,158.291901409626,34.85519510507584,8.819721758365631,2.2553963363170624,2.0396114140748978,5.627231150865555,0.2045795530080795,0.9127561002969742,8.354329526424408,4.401315897703171,1.994268284589052,7.242475591599941,2.4164838486909868,4.25951144695282,4.114295622110366,3.9366052037477495,1.5768421632051468
5,5,Shohei Ohtani,LAA,29.8661333322525,27.065546572208405,166.102406668663,158.291901409626,37.7076770067215,9.995457887649536,2.8993831872940063,1.6928536891937256,4.738588035106659,0.1448393151164055,0.8402935042977333,8.354329526424408,3.908454291522503,1.864082281589508,7.242475591599941,2.3646389827132226,4.232956123352051,4.472392421364783,3.948049682974816,1.782999001145363
6,6,Max Fried,ATL,33.187963366508484,27.871942341327667,174.26543328762054,158.29185545444489,37.03872066736221,7.134325683116913,2.490254245698452,1.557343527674675,4.594307094812393,0.1661620870232582,0.8450713902711868,8.354329526424408,3.9801765605807296,2.0442190085351464,7.242475591599941,3.0814689046144483,4.260036766529083,4.471082215905189,3.9479315143823626,1.782998538017273
7,7,Shane Bieber,CLE,33.103081792593,29.66870892047882,174.38937270641327,158.29191672801971,41.48883605003357,7.826513171195984,2.3928303122520447,2.064110174775124,4.982949793338776,0.1834512740373611,0.8695434331893921,8.354329526424408,4.247962608933449,2.174203520417213,7.242475591599941,2.878310240805149,4.232921719551086,4.458372461199759,3.94602840423584,1.774870640039444
8,8,Spencer Strider,ATL,42.34762811660767,18.097110986709595,132.50493568181992,158.14294534921646,31.81726044416428,11.171099066734314,3.602064549922943,1.549551174044609,4.533830434083939,0.1407889574766159,0.8872299194335938,8.354329526424408,4.090035818517208,1.891637659072876,7.242475591599941,2.10093989610672,3.5347781777381906,4.023959367871283,3.653551207780838,1.782993443608284
9,9,Corbin Burnes,MIL,31.361753135919567,29.539515495300293,174.389427113533,158.29194736480713,48.994513392448425,9.559700846672058,2.989648036658764,2.0879665464162827,4.444171339273453,0.1548077926039695,0.8548535630106926,8.354329526424408,4.194191694259644,2.2845859298110005,7.242475591599941,2.550519681870937,4.126448571681976,4.458915206193923,3.9467006742954256,1.7191452157497409
