,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,display_team_name,year_x,primary_pos_formatted,fielding_runs_prevented,outs_above_average_x,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted,player_id_y,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,resp_fielder_id,year_y,outs_above_average_y,outs_per_play,rel_league_burst_distance,rel_league_reaction_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n,n_outs
195,195,195,195,195,195,Garcia,Luis,671277.0,Nationals,,2B,-9.0,-13.0,-4.0,-7.0,-3.0,1.0,-8.0,-4.0,70%,74%,-4%,671277.0,120.0,WSH,SS,22.0,153.0,,4.28,27.0,,,,,,,,,,,
196,196,196,196,196,196,Garlick,Kyle,664247.0,Twins,,LF,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,88%,92%,-4%,664247.0,142.0,MIN,LF,30.0,46.0,,4.68,26.6,664247.0,2022.0,-1.0,33.3,0.6,-1.3,0.9,0.1,33.4,9.0,3.0
197,197,197,197,197,197,Garrett,Stone,656448.0,D-backs,,LF,1.0,1.0,0.0,0.0,1.0,0.0,2.0,-1.0,79%,76%,3%,656448.0,109.0,AZ,LF,26.0,22.0,1.0,4.46,28.6,656448.0,2022.0,0.0,50.0,0.1,-1.0,0.7,-0.2,33.1,8.0,4.0
198,198,198,198,198,198,Gimenez,Andres,665926.0,Guardians,,2B,10.0,13.0,1.0,10.0,2.0,0.0,7.0,6.0,78%,75%,3%,665926.0,114.0,CLE,2B,23.0,193.0,44.0,4.14,29.3,,,,,,,,,,,
199,199,199,199,199,199,Goldschmidt,Paul,502671.0,Cardinals,,1B,-4.0,-5.0,-1.0,-6.0,1.0,0.0,1.0,-7.0,71%,73%,-2%,502671.0,138.0,STL,1B,34.0,206.0,,4.61,26.2,,,,,,,,,,,
200,200,200,200,200,200,Gonzalez,Marwin,503556.0,Yankees,,1B,6.0,7.0,2.0,6.0,0.0,0.0,6.0,1.0,85%,80%,5%,503556.0,147.0,NYY,SS,33.0,50.0,,4.55,26.3,503556.0,2022.0,2.0,61.5,0.6,2.8,-0.9,2.4,36.9,13.0,8.0
201,201,201,201,201,201,Gonzalez,Oscar,660757.0,Guardians,,RF,-5.0,-6.0,2.0,-2.0,-5.0,0.0,-3.0,-2.0,85%,88%,-3%,660757.0,114.0,CLE,RF,24.0,170.0,2.0,4.35,28.9,660757.0,2022.0,-4.0,40.0,-1.2,0.3,-0.6,-1.5,31.5,40.0,16.0
202,202,202,202,202,202,Gonzalez,Romy,663853.0,White Sox,,2B,1.0,1.0,0.0,2.0,-1.0,0.0,1.0,0.0,83%,82%,1%,663853.0,145.0,CWS,2B,25.0,39.0,1.0,4.38,28.5,,,,,,,,,,,
203,203,203,203,203,203,Gonzalez,Erik,570481.0,Marlins,,SS,0.0,0.0,-1.0,-1.0,2.0,0.0,1.0,0.0,80%,79%,1%,570481.0,146.0,MIA,3B,30.0,15.0,,,28.0,,,,,,,,,,,
204,204,204,204,204,204,Gonzalez,Luis,670768.0,Giants,,RF,-4.0,-5.0,-1.0,-3.0,-1.0,0.0,-3.0,-2.0,87%,90%,-3%,670768.0,137.0,SF,RF,26.0,118.0,,4.25,28.2,670768.0,2022.0,1.0,60.0,-0.1,1.1,0.0,1.0,34.6,40.0,24.0
205,205,205,205,205,205,Goodrum,Niko,592348.0,Astros,,SS,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,79%,76%,3%,592348.0,117.0,HOU,2B,30.0,12.0,,,27.5,,,,,,,,,,,
206,206,206,206,206,206,Gordon,Nick,624503.0,Twins,,CF,-1.0,-2.0,-1.0,0.0,-1.0,0.0,1.0,-3.0,80%,81%,-1%,624503.0,142.0,MIN,LF,26.0,153.0,1.0,4.41,27.8,624503.0,2022.0,0.0,40.0,-0.5,-0.6,0.1,-1.0,32.9,40.0,16.0
207,207,207,207,207,207,Gore,Terrance,605253.0,Mets,,LF,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,83%,71%,12%,,,,,,,,,,,,,,,,,,,,
208,208,208,208,208,208,Gorman,Nolan,669357.0,Cardinals,,2B,-9.0,-12.0,-3.0,-4.0,-4.0,0.0,-5.0,-6.0,73%,77%,-4%,669357.0,138.0,STL,2B,22.0,57.0,,4.38,26.9,,,,,,,,,,,
209,209,209,209,209,209,Gosselin,Phil,594838.0,---,,3B,1.0,2.0,0.0,2.0,1.0,-1.0,1.0,0.0,68%,65%,3%,594838.0,108.0,LAA,3B,33.0,22.0,1.0,4.35,28.8,,,,,,,,,,,
210,210,210,210,210,210,Grandal,Yasmani,518735.0,White Sox,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88%,87%,1%,518735.0,145.0,CWS,C,33.0,94.0,,5.26,22.0,,,,,,,,,,,
211,211,211,211,211,211,Greene,Riley,682985.0,Tigers,,CF,1.0,1.0,-5.0,4.0,2.0,0.0,1.0,1.0,89%,88%,1%,682985.0,116.0,DET,CF,21.0,162.0,,4.29,27.7,682985.0,2022.0,1.0,55.6,0.7,1.9,-1.4,1.3,35.9,63.0,35.0
212,212,212,212,212,212,Gregorius,Didi,544369.0,Phillies,,SS,-4.0,-5.0,-2.0,-1.0,-2.0,0.0,-4.0,0.0,73%,76%,-3%,544369.0,143.0,PHI,SS,32.0,81.0,,4.38,27.3,,,,,,,,,,,
213,213,213,213,213,213,Grichuk,Randal,545341.0,Rockies,,CF,-1.0,-1.0,2.0,-2.0,0.0,0.0,2.0,-3.0,85%,86%,-1%,545341.0,115.0,COL,RF,30.0,205.0,,4.5,28.0,545341.0,2022.0,0.0,45.1,-0.2,-1.4,0.6,-1.0,32.4,71.0,32.0
214,214,214,214,214,214,Grisham,Trent,663757.0,Padres,,CF,16.0,17.0,2.0,6.0,8.0,2.0,11.0,7.0,92%,88%,4%,663757.0,135.0,SD,CF,25.0,160.0,8.0,4.35,28.8,663757.0,2022.0,14.0,69.4,0.5,2.1,-1.5,1.0,35.2,98.0,68.0
215,215,215,215,215,215,Grissom,Vaughn,687093.0,Braves,,2B,-4.0,-5.0,1.0,-3.0,-2.0,0.0,-2.0,-3.0,79%,82%,-3%,687093.0,144.0,ATL,2B,21.0,59.0,,4.47,27.7,,,,,,,,,,,
216,216,216,216,216,216,Groshans,Jordan,677954.0,Marlins,,3B,-1.0,-2.0,1.0,-2.0,1.0,-1.0,0.0,-2.0,70%,72%,-2%,677954.0,146.0,MIA,3B,22.0,22.0,,4.58,26.3,,,,,,,,,,,
217,217,217,217,217,217,Grossman,Robbie,543257.0,---,,LF,0.0,0.0,1.0,-1.0,-2.0,1.0,1.0,-1.0,89%,89%,0%,543257.0,144.0,ATL,LF,32.0,110.0,,4.39,27.9,543257.0,2022.0,0.0,46.0,-0.4,1.0,-0.7,0.0,33.3,50.0,23.0
218,218,218,218,218,218,Guerrero Jr.,Vladimir,665489.0,Blue Jays,,1B,-3.0,-4.0,-2.0,-3.0,1.0,0.0,-4.0,0.0,72%,73%,-1%,665489.0,141.0,TOR,1B,23.0,279.0,,4.56,26.6,,,,,,,,,,,
219,219,219,219,219,219,Guillorme,Luis,641645.0,Mets,,2B,5.0,6.0,6.0,2.0,-1.0,-1.0,4.0,2.0,76%,74%,2%,641645.0,121.0,NYM,2B,27.0,145.0,,4.52,25.9,,,,,,,,,,,
220,220,220,220,220,220,Gurriel Jr.,Lourdes,666971.0,Blue Jays,,LF,-2.0,-2.0,0.0,0.0,-3.0,1.0,-1.0,-1.0,86%,87%,-1%,666971.0,141.0,TOR,LF,28.0,182.0,,4.44,27.3,666971.0,2022.0,-5.0,44.0,-1.3,-0.3,0.1,-1.5,31.7,50.0,22.0
221,221,221,221,221,221,Gurriel,Yuli,493329.0,Astros,,1B,-7.0,-9.0,0.0,-11.0,1.0,0.0,-4.0,-5.0,70%,72%,-2%,493329.0,117.0,HOU,1B,38.0,227.0,,4.45,26.9,,,,,,,,,,,
222,222,222,222,222,222,Guthrie,Dalton,656495.0,Phillies,,RF,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,81%,85%,-4%,656495.0,143.0,PHI,RF,26.0,9.0,,,29.1,,,,,,,,,,,
223,223,223,223,223,223,Gutierrez,Kelvin,642721.0,Orioles,,3B,-2.0,-2.0,0.0,0.0,-2.0,0.0,-3.0,0.0,70%,78%,-8%,642721.0,110.0,BAL,3B,27.0,13.0,,,28.4,,,,,,,,,,,
224,224,224,224,224,224,Guzman,Ronald,608597.0,Yankees,,1B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80%,69%,11%,,,,,,,,,,,,,,,,,,,,
225,225,225,225,225,225,Haase,Eric,606992.0,Tigers,,LF,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,88%,88%,0%,606992.0,116.0,DET,C,29.0,113.0,,4.5,27.9,,,,,,,,,,,
226,226,226,226,226,226,Hager,Jake,606993.0,D-backs,,2B,-1.0,-1.0,-2.0,1.0,0.0,0.0,1.0,-2.0,64%,65%,-1%,606993.0,109.0,AZ,2B,29.0,21.0,,4.61,27.2,,,,,,,,,,,
227,227,227,227,227,227,Haggerty,Sam,664059.0,Mariners,,LF,4.0,5.0,0.0,2.0,2.0,1.0,3.0,2.0,93%,90%,3%,664059.0,136.0,SEA,RF,28.0,73.0,6.0,4.33,28.9,664059.0,2022.0,4.0,75.0,0.5,0.1,0.6,1.1,35.3,32.0,24.0
228,228,228,228,228,228,Hall,Darick,669742.0,Phillies,,1B,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,73%,74%,-1%,669742.0,143.0,PHI,DH,26.0,35.0,,4.75,26.3,,,,,,,,,,,
229,229,229,229,229,229,Hamilton,Billy,571740.0,---,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92%,89%,3%,571740.0,142.0,MIN,CF,31.0,5.0,1.0,,29.0,,,,,,,,,,,
230,230,230,230,230,230,Hamilton,Caleb,643348.0,Twins,,1B,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,67%,78%,-11%,,,,,,,,,,,,,,,,,,,,
231,231,231,231,231,231,Hampson,Garrett,641658.0,Rockies,,2B,0.0,0.0,0.0,0.0,-1.0,1.0,-3.0,2.0,77%,77%,0%,641658.0,115.0,COL,CF,27.0,78.0,23.0,4.25,29.5,641658.0,2022.0,-1.0,33.3,0.2,-0.8,0.5,-0.2,34.4,9.0,3.0
232,232,232,232,232,232,Haniger,Mitch,571745.0,Mariners,,RF,2.0,2.0,1.0,1.0,-1.0,1.0,1.0,2.0,90%,88%,2%,571745.0,136.0,SEA,RF,31.0,63.0,,4.6,26.9,571745.0,2022.0,1.0,48.0,-0.2,0.1,0.6,0.5,33.6,25.0,12.0
233,233,233,233,233,233,Happ,Ian,664023.0,Cubs,,LF,2.0,2.0,1.0,1.0,-2.0,2.0,3.0,-1.0,86%,86%,0%,664023.0,112.0,CHC,LF,27.0,225.0,,4.32,27.9,664023.0,2022.0,3.0,51.3,-0.7,1.1,-0.9,-0.5,33.2,80.0,41.0
234,234,234,234,234,234,Harper,Bryce,547180.0,Phillies,,RF,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93%,90%,3%,547180.0,143.0,PHI,DH,29.0,157.0,,4.4,27.6,,,,,,,,,,,
235,235,235,235,235,235,Harris II,Michael,671739.0,Braves,,CF,6.0,7.0,-3.0,5.0,4.0,1.0,3.0,4.0,91%,88%,3%,671739.0,144.0,ATL,CF,21.0,213.0,47.0,4.22,29.4,671739.0,2022.0,6.0,60.0,1.3,0.1,-0.1,1.3,35.9,65.0,39.0
236,236,236,236,236,236,Harrison,Josh,543281.0,White Sox,,2B,2.0,3.0,-2.0,5.0,-2.0,3.0,2.0,1.0,77%,76%,1%,543281.0,145.0,CWS,2B,34.0,140.0,,4.48,27.1,,,,,,,,,,,
237,237,237,237,237,237,Harrison,Monte,656509.0,Angels,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88%,87%,1%,,,,,,,,,,,,,,,,,,,,
238,238,238,238,238,238,Haseley,Adam,656514.0,White Sox,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95%,94%,1%,656514.0,145.0,CWS,CF,26.0,14.0,1.0,,27.9,,,,,,,,,,,
239,239,239,239,239,239,Hayes,Ke'Bryan,663647.0,Pirates,,3B,14.0,18.0,12.0,4.0,2.0,0.0,17.0,1.0,74%,70%,4%,663647.0,134.0,PIT,3B,25.0,199.0,,4.41,27.9,,,,,,,,,,,
240,240,240,240,240,240,Hays,Austin,669720.0,Orioles,,LF,-6.0,-6.0,-1.0,-2.0,-4.0,0.0,-7.0,0.0,85%,87%,-2%,669720.0,110.0,BAL,LF,26.0,226.0,,4.36,27.8,669720.0,2022.0,-8.0,37.3,-0.7,-0.7,0.2,-1.3,32.2,75.0,28.0
241,241,241,241,241,241,Henderson,Gunnar,683002.0,Orioles,,3B,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,76%,77%,-1%,683002.0,110.0,BAL,3B,21.0,57.0,2.0,4.19,29.1,,,,,,,,,,,
242,242,242,242,242,242,Hensley,David,682073.0,Astros,,2B,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,56%,65%,-9%,682073.0,117.0,HOU,DH,26.0,15.0,,4.34,28.5,,,,,,,,,,,
243,243,243,243,243,243,Heredia,Guillermo,628338.0,Braves,,CF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88%,89%,-1%,628338.0,144.0,ATL,RF,31.0,24.0,,4.38,28.0,628338.0,2022.0,-2.0,27.3,0.3,0.3,0.1,0.7,33.7,11.0,3.0
244,244,244,244,244,244,Hermosillo,Michael,641684.0,Cubs,,CF,2.0,2.0,-1.0,1.0,1.0,1.0,2.0,1.0,94%,91%,3%,641684.0,112.0,CHC,CF,27.0,17.0,,,28.5,641684.0,2022.0,2.0,81.8,1.1,0.8,-0.1,1.8,35.5,11.0,9.0
245,245,245,245,245,245,Hernandez,Elier,609274.0,Rangers,,LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,98%,2%,609274.0,140.0,TEX,LF,27.0,7.0,,,28.4,,,,,,,,,,,
246,246,246,246,246,246,Hernandez,Yadiel,628450.0,Nationals,,LF,-5.0,-5.0,0.0,-2.0,-5.0,0.0,-4.0,-1.0,82%,86%,-4%,628450.0,120.0,WSH,LF,34.0,114.0,,4.62,25.6,628450.0,2022.0,-6.0,27.8,-1.8,0.2,-0.1,-1.8,31.7,36.0,10.0
247,247,247,247,247,247,Hernandez,Yonny,660634.0,D-backs,,3B,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,68%,69%,-1%,660634.0,109.0,AZ,3B,24.0,16.0,,,26.8,,,,,,,,,,,
248,248,248,248,248,248,Hernandez,Cesar,514917.0,Nationals,,2B,-3.0,-4.0,4.0,-8.0,1.0,0.0,-3.0,0.0,74%,75%,-1%,514917.0,120.0,WSH,2B,32.0,223.0,19.0,4.26,28.3,,,,,,,,,,,
249,249,249,249,249,249,Hernandez,Enrique,571771.0,Red Sox,,2B,4.0,4.0,-1.0,5.0,0.0,0.0,2.0,2.0,89%,87%,2%,571771.0,111.0,BOS,CF,30.0,131.0,,4.57,26.9,571771.0,2022.0,3.0,61.0,0.8,4.3,-1.0,4.1,39.0,41.0,25.0
250,250,250,250,250,250,Hernandez,Teoscar,606192.0,Blue Jays,,RF,-4.0,-4.0,0.0,-3.0,-2.0,1.0,1.0,-5.0,87%,88%,-1%,606192.0,141.0,TOR,RF,29.0,177.0,5.0,4.33,28.6,606192.0,2022.0,-3.0,47.5,-0.5,-0.6,0.8,-0.3,33.5,61.0,29.0
251,251,251,251,251,251,Herrera,Odubel,546318.0,Phillies,,CF,2.0,2.0,-1.0,1.0,2.0,0.0,3.0,-1.0,92%,90%,2%,546318.0,143.0,PHI,CF,30.0,74.0,1.0,4.28,26.9,546318.0,2022.0,1.0,54.2,0.7,1.1,-0.7,1.1,35.5,24.0,13.0
252,252,252,252,252,252,Heyward,Jason,518792.0,Cubs,,RF,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,85%,84%,1%,518792.0,112.0,CHC,CF,32.0,56.0,,4.42,27.1,518792.0,2022.0,0.0,48.3,-0.6,0.4,-0.4,-0.5,33.7,29.0,14.0
253,253,253,253,253,253,Hicklen,Brewer,676551.0,Royals,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,100%,0%,,,,,,,,,,,,,,,,,,,,
254,254,254,254,254,254,Hicks,Aaron,543305.0,Yankees,,CF,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,-2.0,88%,88%,0%,543305.0,147.0,NYY,CF,32.0,116.0,,4.26,27.9,543305.0,2022.0,-1.0,45.5,-0.5,0.4,-0.1,-0.2,34.3,55.0,25.0
255,255,255,255,255,255,Higgins,P.J.,664731.0,Cubs,,1B,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,71%,73%,-2%,664731.0,112.0,CHC,C,29.0,80.0,,4.51,26.4,,,,,,,,,,,
256,256,256,256,256,256,Hill,Derek,656537.0,Tigers,,CF,2.0,2.0,0.0,1.0,2.0,-1.0,1.0,1.0,95%,93%,2%,656537.0,116.0,DET,CF,26.0,29.0,15.0,4.23,29.7,656537.0,2022.0,4.0,90.9,2.0,0.6,0.0,2.6,37.3,11.0,10.0
257,257,257,257,257,257,Hilliard,Sam,656541.0,Rockies,,CF,-1.0,-1.0,0.0,1.0,-3.0,1.0,-2.0,1.0,89%,90%,-1%,656541.0,115.0,COL,LF,28.0,60.0,4.0,4.2,28.7,656541.0,2022.0,-1.0,55.6,-0.1,-0.7,0.0,-0.4,33.9,27.0,15.0
258,258,258,258,258,258,Hiura,Keston,669374.0,Brewers,,2B,-1.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,69%,71%,-2%,669374.0,158.0,MIL,1B,25.0,51.0,,4.62,27.5,,,,,,,,,,,
259,259,259,259,259,259,Hoerner,Nico,663538.0,Cubs,,SS,10.0,13.0,3.0,7.0,5.0,-1.0,4.0,9.0,80%,77%,3%,663538.0,112.0,CHC,SS,25.0,218.0,12.0,4.28,29.1,,,,,,,,,,,
260,260,260,260,260,260,Hoskins,Rhys,656555.0,Phillies,,1B,-7.0,-9.0,1.0,-10.0,0.0,0.0,-2.0,-7.0,71%,73%,-2%,656555.0,143.0,PHI,1B,29.0,180.0,,4.73,25.9,,,,,,,,,,,
261,261,261,261,261,261,Hosmer,Eric,543333.0,---,,1B,-1.0,-2.0,0.0,1.0,-1.0,-1.0,-7.0,5.0,68%,69%,-1%,543333.0,111.0,BOS,1B,32.0,173.0,,4.57,25.8,,,,,,,,,,,
262,262,262,262,262,262,Huff,Sam,669087.0,Rangers,,1B,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,50%,53%,-3%,669087.0,140.0,TEX,C,24.0,37.0,,4.6,27.0,,,,,,,,,,,
263,263,263,263,263,263,Hummel,Cooper,669450.0,D-backs,,LF,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,86%,89%,-3%,669450.0,109.0,AZ,LF,27.0,63.0,,4.31,28.8,669450.0,2022.0,-1.0,33.3,1.6,1.4,-0.2,2.7,37.5,6.0,2.0
264,264,264,264,264,264,Ibanez,Andy,628451.0,Rangers,,3B,0.0,0.0,2.0,-1.0,-1.0,0.0,2.0,-2.0,76%,76%,0%,628451.0,140.0,TEX,3B,29.0,46.0,,4.41,27.5,,,,,,,,,,,
265,265,265,265,265,265,Iglesias,Jose,578428.0,Rockies,,SS,0.0,0.0,6.0,2.0,-7.0,-1.0,4.0,-4.0,69%,69%,0%,578428.0,115.0,COL,SS,32.0,205.0,8.0,4.24,28.4,,,,,,,,,,,
266,266,266,266,266,266,Inciarte,Ender,542255.0,Mets,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,97%,3%,542255.0,121.0,NYM,LF,31.0,7.0,,,25.6,,,,,,,,,,,
267,267,267,267,267,267,India,Jonathan,663697.0,Reds,,2B,-7.0,-9.0,-4.0,-5.0,-3.0,1.0,-6.0,-4.0,70%,74%,-4%,663697.0,113.0,CIN,2B,25.0,135.0,,4.46,27.7,,,,,,,,,,,
268,268,268,268,268,268,Isbel,Kyle,664728.0,Royals,,RF,10.0,11.0,5.0,2.0,5.0,0.0,8.0,3.0,88%,83%,5%,664728.0,118.0,KC,RF,25.0,96.0,1.0,4.34,28.0,664728.0,2022.0,10.0,59.3,2.9,2.4,-0.5,4.8,38.7,59.0,35.0
269,269,269,269,269,269,Jackson,Drew,623515.0,Athletics,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,90%,10%,,,,,,,,,,,,,,,,,,,,
270,270,270,270,270,270,Jankowski,Travis,608671.0,Mets,,CF,1.0,2.0,0.0,0.0,1.0,0.0,2.0,-1.0,91%,87%,4%,608671.0,136.0,SEA,RF,31.0,35.0,6.0,4.18,29.0,608671.0,2022.0,1.0,63.6,-0.6,-2.5,0.8,-2.3,32.4,11.0,7.0
271,271,271,271,271,271,Jimenez,Eloy,650391.0,White Sox,,LF,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,89%,93%,-4%,650391.0,145.0,CWS,DH,25.0,114.0,,4.62,25.7,650391.0,2022.0,-2.0,44.4,-2.7,0.2,0.2,-2.4,30.9,9.0,4.0
272,272,272,272,272,272,Joe,Connor,656582.0,Rockies,,LF,-3.0,-4.0,-2.0,0.0,0.0,-1.0,-4.0,1.0,82%,84%,-2%,656582.0,115.0,COL,LF,29.0,164.0,,4.57,26.8,656582.0,2022.0,-3.0,43.9,-0.5,-0.3,0.2,-0.6,32.4,41.0,18.0
273,273,273,273,273,273,Johnson,Bryce,669369.0,Giants,,RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85%,85%,0%,669369.0,137.0,SF,RF,26.0,6.0,2.0,,27.0,,,,,,,,,,,
274,274,274,274,274,274,Jones,Nolan,666134.0,Guardians,,RF,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,96%,96%,0%,666134.0,114.0,CLE,RF,24.0,26.0,,4.41,28.0,666134.0,2022.0,-1.0,66.7,-3.2,-0.8,-0.3,-4.3,28.2,6.0,4.0
275,275,275,275,275,275,Judge,Aaron,592450.0,Yankees,,RF,3.0,3.0,-2.0,2.0,1.0,2.0,1.0,2.0,90%,89%,1%,592450.0,147.0,NYY,CF,30.0,166.0,,4.66,27.3,592450.0,2022.0,-1.0,46.0,-0.3,-0.5,0.4,-0.4,33.6,63.0,29.0
276,276,276,276,276,276,Jung,Josh,673962.0,Rangers,,3B,-1.0,-2.0,-1.0,0.0,-1.0,0.0,-3.0,1.0,70%,71%,-1%,673962.0,140.0,TEX,3B,24.0,29.0,,4.57,26.9,,,,,,,,,,,
277,277,277,277,277,277,Katoh,Gosuke,641741.0,Blue Jays,,1B,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70%,63%,7%,,,,,,,,,,,,,,,,,,,,
278,278,278,278,278,278,Kelenic,Jarred,672284.0,Mariners,,CF,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,93%,91%,2%,672284.0,136.0,SEA,CF,22.0,47.0,1.0,4.39,27.2,672284.0,2022.0,0.0,59.1,0.1,-0.3,-0.2,-0.4,33.6,22.0,13.0
279,279,279,279,279,279,Kemp,Tony,643393.0,Athletics,,2B,2.0,3.0,3.0,-2.0,-1.0,3.0,1.0,2.0,81%,80%,1%,643393.0,133.0,OAK,2B,30.0,198.0,,4.46,26.2,643393.0,2022.0,-2.0,48.1,-1.8,-0.4,-0.5,-2.7,30.7,27.0,13.0
280,280,280,280,280,280,Kennedy,Buddy,671083.0,D-backs,,2B,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,73%,72%,1%,671083.0,109.0,AZ,2B,23.0,32.0,7.0,4.27,29.4,,,,,,,,,,,
281,281,281,281,281,281,Kepler,Max,596146.0,Twins,,RF,10.0,11.0,3.0,5.0,1.0,1.0,6.0,5.0,90%,86%,4%,596146.0,142.0,MIN,RF,29.0,161.0,2.0,4.34,27.9,596146.0,2022.0,8.0,54.5,0.5,-0.1,0.4,0.8,33.7,55.0,30.0
282,282,282,282,282,282,Kiermaier,Kevin,595281.0,Rays,,CF,1.0,1.0,0.0,-1.0,2.0,0.0,2.0,0.0,93%,92%,1%,595281.0,139.0,TB,CF,32.0,91.0,5.0,4.12,29.2,595281.0,2022.0,3.0,63.6,1.8,0.6,0.3,2.7,37.3,22.0,14.0
283,283,283,283,283,283,Kim,Ha-Seong,673490.0,Padres,,SS,6.0,8.0,3.0,0.0,4.0,0.0,6.0,2.0,76%,75%,1%,673490.0,135.0,SD,SS,26.0,228.0,1.0,4.39,28.4,,,,,,,,,,,
284,284,284,284,284,284,Kiner-Falefa,Isiah,643396.0,Yankees,,SS,-3.0,-3.0,-10.0,3.0,3.0,2.0,-6.0,3.0,78%,78%,0%,643396.0,147.0,NYY,SS,27.0,255.0,,4.27,28.4,,,,,,,,,,,
285,285,285,285,285,285,Kirilloff,Alex,666135.0,Twins,,LF,-3.0,-4.0,-2.0,-1.0,1.0,-2.0,-1.0,-3.0,86%,91%,-5%,666135.0,142.0,MIN,LF,24.0,71.0,,4.32,27.6,666135.0,2022.0,-1.0,20.0,-2.2,-1.4,0.5,-3.2,31.4,5.0,1.0
286,286,286,286,286,286,Knizner,Andrew,668800.0,Cardinals,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,97%,3%,668800.0,138.0,STL,C,27.0,100.0,,4.7,25.8,,,,,,,,,,,
287,287,287,287,287,287,Kreidler,Ryan,668952.0,Tigers,,SS,4.0,5.0,3.0,-1.0,2.0,1.0,3.0,2.0,78%,73%,5%,668952.0,116.0,DET,3B,24.0,20.0,,4.38,28.3,,,,,,,,,,,
288,288,288,288,288,288,Krizan,Jason,607249.0,Giants,,LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67%,68%,-1%,,,,,,,,,,,,,,,,,,,,
289,289,289,289,289,289,Kwan,Steven,680757.0,Guardians,,LF,8.0,9.0,-2.0,4.0,4.0,3.0,6.0,3.0,89%,86%,3%,680757.0,114.0,CLE,LF,24.0,272.0,17.0,4.16,28.4,680757.0,2022.0,10.0,62.7,1.7,0.0,0.0,1.7,35.3,83.0,52.0
290,290,290,290,290,290,La Stella,Tommy,600303.0,Giants,,2B,-3.0,-4.0,-2.0,-1.0,0.0,-1.0,-3.0,-1.0,58%,75%,-17%,600303.0,137.0,SF,DH,33.0,71.0,,4.67,24.9,,,,,,,,,,,
291,291,291,291,291,291,Lagares,Juan,501571.0,Angels,,CF,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,85%,86%,-1%,501571.0,108.0,LAA,RF,33.0,23.0,,4.49,27.5,501571.0,2022.0,0.0,50.0,1.9,0.0,0.1,2.0,35.0,6.0,3.0
292,292,292,292,292,292,Lamb,Jake,571875.0,---,,3B,-2.0,-2.0,-3.0,1.0,0.0,0.0,-1.0,0.0,70%,75%,-5%,571875.0,136.0,SEA,DH,31.0,28.0,,,26.1,571875.0,2022.0,-1.0,0.0,-3.5,-3.1,0.7,-5.9,28.7,5.0,0.0
