,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
110,110,110,110,110,110,110,110,110,111,"Tuesday, Aug 9",HOU,Home,TEX,W,7.0,5.0,9.0,71-40,1.0,up11.5,Urquidy,Pérez,Pressly,2:49,N,30629.0,0.19,1,
111,111,111,111,111,111,111,111,111,112,"Wednesday, Aug 10",HOU,Home,TEX,L,4.0,8.0,10.0,71-41,1.0,up10.5,Hearn,Maton,None,3:41,N,26670.0,0.17,-1,
112,112,112,112,112,112,112,112,112,113,"Thursday, Aug 11",HOU,Home,TEX,W,7.0,3.0,9.0,72-41,1.0,up11.0,Valdez,Ragans,None,2:53,D,30872.0,0.2,1,
113,113,113,113,113,113,113,113,113,114,"Friday, Aug 12",HOU,Home,OAK,W,7.0,5.0,9.0,73-41,1.0,up11.0,Garcia,Moll,Neris,3:19,N,31230.0,0.16,2,
114,114,114,114,114,114,114,114,114,115,"Saturday, Aug 13",HOU,Home,OAK,W,8.0,0.0,9.0,74-41,1.0,up12.0,McCullers,Logue,None,2:51,N,34078.0,0.15,3,
115,115,115,115,115,115,115,115,115,116,"Sunday, Aug 14",HOU,Home,OAK,W,6.0,3.0,9.0,75-41,1.0,up13.0,Javier,Irvin,Pressly,2:40,D,38906.0,0.11,4,
116,116,116,116,116,116,116,116,116,117,"Monday, Aug 15",HOU,@,CHW,L,2.0,4.0,9.0,75-42,1.0,up12.0,Cueto,Montero,Hendriks,2:33,N,18205.0,0.13,-1,
117,117,117,117,117,117,117,117,117,118,"Tuesday, Aug 16",HOU,@,CHW,L,3.0,4.0,9.0,75-43,1.0,up11.0,Lambert,Neris,Hendriks,3:10,N,23476.0,0.13,-2,
118,118,118,118,118,118,118,118,118,119,"Wednesday, Aug 17",HOU,@,CHW,W,3.0,2.0,9.0,76-43,1.0,up11.0,Valdez,Kopech,Pressly,3:06,N,24671.0,0.16,1,
119,119,119,119,119,119,119,119,119,120,"Thursday, Aug 18",HOU,@,CHW,W,21.0,5.0,9.0,77-43,1.0,up11.5,Garcia,Giolito,None,3:53,D,24407.0,0.14,2,
120,120,120,120,120,120,120,120,120,121,"Friday, Aug 19",HOU,@,ATL,L,2.0,6.0,9.0,77-44,1.0,up10.5,Wright,McCullers,None,3:04,N,42837.0,0.16,-1,
121,121,121,121,121,121,121,121,121,122,"Saturday, Aug 20",HOU,@,ATL,L-wo,4.0,5.0,11.0,77-45,1.0,up10.5,Stephens,Stanek,None,3:59,N,42893.0,0.14,-2,
