,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Aaron Nola,PHI,0.38956454,0.89920735,0.76419705,0.615922,0.49726966,0.5130399,0.07583495,0.11417406,0.40546456,0.24739042,0.113541745,0.23206471,0.08977449,0.08260246,0.3704591,0.207495,0.73621345,0.6659049,0.64952475,0.5756755
1,1,Carlos Rodon,SFG,0.4100246,0.8693748,0.76229715,0.6159219,0.5088877,0.5648559,0.11273668,0.097344406,0.32352906,0.21540466,0.12191525,0.23206471,0.08866468,0.079762414,0.3704591,0.22874108,0.724944,0.6652722,0.6492605,0.5756755
2,2,Justin Verlander,HOU,0.4262878,0.8240253,0.726333,0.6159213,0.3321361,0.4612784,0.08452959,0.092850186,0.36768687,0.19888169,0.110428125,0.23206471,0.08242579,0.082704626,0.3704591,0.23188113,0.7228161,0.66576606,0.64927244,0.57567555
3,3,Sandy Alcantara,MIA,0.4605078,0.89939296,0.76419944,0.615922,0.55931425,0.40779766,0.08674954,0.09422447,0.32179242,0.23224168,0.11228771,0.23206471,0.08474714,0.08462804,0.3704591,0.26466674,0.7388593,0.6665657,0.65017664,0.5756756
4,4,Kevin Gausman,TOR,0.40898937,0.89518714,0.763616,0.6159218,0.44686148,0.48998454,0.0835332,0.113311745,0.37514874,0.2922565,0.13039373,0.23206471,0.09780702,0.08239696,0.3704591,0.2175022,0.7242583,0.63138926,0.64785177,0.54914314
5,5,Shohei Ohtani,LAA,0.38787186,0.8201681,0.72788084,0.6159218,0.48343176,0.5553032,0.10738456,0.09404743,0.31590587,0.2069133,0.12004193,0.23206471,0.08685454,0.078430295,0.3704591,0.21412249,0.72066975,0.6650134,0.64922565,0.57567555
6,6,Max Fried,ATL,0.4310125,0.8446043,0.7636522,0.6159216,0.4748554,0.39635143,0.09223164,0.086519085,0.30628714,0.23737441,0.120724484,0.23206471,0.08844837,0.08391892,0.3704591,0.26085195,0.7243293,0.66489035,0.64921147,0.5756755
7,7,Shane Bieber,CLE,0.42991015,0.8990518,0.7641953,0.61592185,0.53190815,0.4348063,0.088623345,0.11467279,0.33219665,0.26207325,0.12422049,0.23206471,0.09439917,0.08787945,0.3704591,0.24760823,0.7206651,0.66369694,0.648983,0.5746294
8,8,Spencer Strider,ATL,0.5499692,0.5483973,0.58065265,0.6153422,0.4079136,0.6206166,0.1334098,0.08608618,0.30225536,0.20112708,0.12674713,0.23206471,0.090889685,0.079269886,0.3704591,0.1969322,0.6263214,0.622907,0.6138717,0.57567483
9,9,Corbin Burnes,MIL,0.4072955,0.89513683,0.76419556,0.615922,0.6281348,0.5310945,0.110727705,0.11599814,0.2962781,0.22115399,0.12212194,0.23206471,0.09320426,0.091242716,0.3704591,0.22623987,0.70627683,0.6637479,0.6490637,0.56745756
