,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Gerrit Cole,HOU,31.7887861430645,30.497358083724976,170.41545069217682,200.790563583374,41.43091106414795,11.451407074928284,2.494229279458523,2.4285085201263428,10.484155267477036,0.1161340065300464,0.7444269806146622,8.354329526424408,3.05685031414032,1.5561615294218063,6.734946611523628,1.800897826254368,5.225033259391784,4.550059289932249,4.108960161209106,1.6131891036033623
1,1,Jacob deGrom,NYM,32.988122433424,29.65798008441925,170.01641649007797,200.79054415225983,37.55137014389038,9.262593626976011,2.3813361078500748,1.8718873858451843,9.91838127374649,0.1270508207380771,0.7783215939998627,8.354329526424408,3.0571000277996063,1.5875677382946014,6.734946611523628,2.275935618877411,5.167378580570221,4.543348999023436,4.104537734985351,1.6131880116462702
2,2,Lance Lynn,TEX,35.30323952436447,30.58496618270874,170.4164475798607,200.790563583374,52.27802312374115,8.779117941856384,2.7507619857788086,2.203217312693596,8.357767015695572,0.1600958406925201,0.8990784883499146,8.354329526424408,3.3795455396175385,1.7966177678108215,6.734946611523628,3.071045060157776,5.195648980140686,4.54268509864807,4.10592604637146,1.6131765460968013
3,3,Max Scherzer,WSN,34.442124992609024,27.480623960494995,154.75902390480042,200.79042756557465,30.03844392299652,10.38611090183258,2.3614488691091537,2.1818268299102783,10.560830682516098,0.1364124752581119,0.8110717386007309,8.354329526424408,3.2391820549964905,1.6382172322273254,6.734946611523628,1.9708296233415603,4.937941408157348,4.42585103034973,4.097722241878509,1.613182551860809
4,4,Justin Verlander,HOU,33.914888590574265,30.501303791999817,170.415995657444,200.790563583374,39.98624807596207,10.415677428245544,2.19209935516119,2.9538304209709167,10.56109368801117,0.1164307445287704,0.7109209671616554,8.354329526424408,2.953920006752014,1.8687667316198349,6.734946611523628,2.031457531452179,5.213601255416871,4.550497550964354,4.109270224571228,1.6131885576248164
5,5,Charlie Morton,TBR,34.27611228823662,29.70626282691956,170.26809740066528,200.79054415225983,43.28180181980133,9.427481889724731,2.8970848694443703,1.9280889183282848,8.693013340234756,0.1417918037623167,0.8558603972196579,8.354329526424408,3.305959939956665,1.7720686262845993,6.734946611523628,2.5801157495379448,5.130233538150788,4.529462261199949,4.101514348983764,1.6131836438179012
6,6,Stephen Strasburg,WSN,35.95256504416466,30.32408940792084,170.41576969623566,200.790563583374,48.050196170806885,9.006251692771912,2.795302279293537,2.2439219802618027,8.490131795406342,0.139959966763854,0.837767943739891,8.354329526424408,3.2765618562698364,1.921162120103836,6.734946611523628,2.601527670621872,5.106520664691925,4.529946393966673,4.102568457126617,1.613187465667724
7,7,Shane Bieber,CLE,35.74073398113251,30.575218439102173,170.41623491048813,200.790563583374,49.62035644054413,9.0588036775589,2.245827689766884,2.94341379404068,9.90924835205078,0.161830373108387,0.825687550008297,8.354329526424408,3.4161896109581,1.9783331817388532,6.734946611523628,2.512727346122265,5.199872291088104,4.545456619262693,4.104212651252746,1.61301111459732
8,8,Zack Greinke,- - -,33.85053065419197,30.47011911869049,170.41561019420624,200.79052472114563,39.46150720119476,6.917089819908142,2.086795561015606,2.262051969766617,9.202080965042114,0.1577620580792427,0.8298803195357323,8.354329526424408,3.302783668041229,1.950456312894821,6.734946611523628,3.2017862111330038,5.146542930603028,4.525553865432737,4.101675281524658,1.6131863737106318
9,9,Lucas Giolito,CHW,34.822897493839264,28.55683159828186,163.0968994498253,200.79052472114563,43.64753675460816,10.062090396881104,2.943587936460972,2.7103346586227417,8.441129326820374,0.1421979255974292,0.8551089093089104,8.354329526424408,3.4101991653442383,2.0555720841884613,6.734946611523628,2.927087931036949,4.627076196670532,4.494071598052977,4.0937965607643125,1.613129045963287
10,10,Walker Buehler,LAD,34.59586125612259,28.712493538856503,162.7911074757576,200.79044699668884,38.86843419075012,8.743682205677032,2.5099737122654915,2.3025482296943665,9.142035245895386,0.163970049470663,0.8868734985589981,8.354329526424408,3.5350860357284546,1.9551568841934204,6.734946611523628,2.741169011592865,4.492840623855591,3.901698274612426,3.599202046394348,1.1138453149795529
