,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Gerrit Cole,HOU,0.38299742,0.8969811,0.76419485,0.615922,0.48175478,0.6361893,0.09237886,0.13491714,0.4193662,0.18581441,0.10634671,0.23206471,0.08491251,0.078205384,0.3704591,0.1637062,0.735469,0.66635185,0.64988446,0.57567567
1,1,Jacob deGrom,NYM,0.39744726,0.87229353,0.76240546,0.6159219,0.43664384,0.51458853,0.08819763,0.10399374,0.39673525,0.20328131,0.1111888,0.23206471,0.084919445,0.07925226,0.3704591,0.1944331,0.72876495,0.66570663,0.6493931,0.57567555
2,2,Lance Lynn,TEX,0.42534024,0.8995578,0.7641993,0.615922,0.607884,0.48772877,0.10188007,0.12240096,0.33431068,0.25615335,0.12843978,0.23206471,0.093876265,0.08622059,0.3704591,0.2458632,0.7320522,0.6656428,0.64954734,0.5756743
3,3,Max Scherzer,WSN,0.41496536,0.80825365,0.69398665,0.61592156,0.34928423,0.57700616,0.08746107,0.1212126,0.42243323,0.21825996,0.11586739,0.23206471,0.08997728,0.080940574,0.3704591,0.1746979,0.7020862,0.65440875,0.6486358,0.57567495
4,4,Justin Verlander,HOU,0.40861312,0.8970972,0.7641973,0.615922,0.46495637,0.57864875,0.081188865,0.16410169,0.42244375,0.18628919,0.10156014,0.23206471,0.08205333,0.08862556,0.3704591,0.1786195,0.7341397,0.666394,0.6499189,0.5756756
5,5,Charlie Morton,TBR,0.4129652,0.8737136,0.76353407,0.6159219,0.50327677,0.523749,0.10729944,0.10711605,0.34772053,0.22686689,0.12226577,0.23206471,0.09183222,0.08540229,0.3704591,0.2141084,0.72444576,0.6643714,0.64905715,0.5756751
6,6,Stephen Strasburg,WSN,0.43316343,0.891885,0.7641963,0.615922,0.5587232,0.5003473,0.103529714,0.12466233,0.33960527,0.22393595,0.119681135,0.23206471,0.09101561,0.09037207,0.3704591,0.21549338,0.72168845,0.6644179,0.6491743,0.5756755
7,7,Shane Bieber,CLE,0.43061125,0.89927113,0.76419836,0.615922,0.5769809,0.5032669,0.0831788,0.16352299,0.39636993,0.2589286,0.117955364,0.23206471,0.094894156,0.09227777,0.3704591,0.2097495,0.7325433,0.6659093,0.64935696,0.57565624
8,8,Zack Greinke,- - -,0.40783772,0.89618,0.76419556,0.61592185,0.45885473,0.38428277,0.077288724,0.12566955,0.36808324,0.2524193,0.11855433,0.23206471,0.09174399,0.091348544,0.3704591,0.25431994,0.7263422,0.66399556,0.64907503,0.57567537
9,9,Lucas Giolito,CHW,0.41955298,0.8399068,0.73137623,0.61592185,0.5075295,0.559005,0.109021775,0.15057415,0.33764517,0.22751668,0.122158416,0.23206471,0.094727755,0.0948524,0.3704591,0.23655161,0.6659391,0.6609684,0.6481996,0.5756691
10,10,Walker Buehler,LAD,0.4168176,0.8444851,0.73000497,0.6159216,0.45195854,0.48576012,0.09296199,0.12791935,0.3656814,0.26235208,0.12669621,0.23206471,0.098196834,0.09150523,0.3704591,0.22452581,0.6503303,0.60400945,0.5932447,0.52116215
11,11,Hyun-Jin Ryu,LAD,0.4845276,0.86372495,0.751027,0.6149903,0.38528055,0.39127702,0.088144444,0.13020176,0.42244628,0.26706192,0.12573683,0.23206471,0.09161486,0.10957686,0.3704591,0.25525174,0.7018709,0.65650606,0.6438141,0.50122046
12,12,Patrick Corbin,WSN,0.44290122,0.896504,0.7641958,0.615922,0.5910894,0.49123588,0.11097101,0.14751568,0.2955042,0.2469362,0.12843235,0.23206471,0.09611742,0.09758553,0.3704591,0.25451514,0.6655066,0.65328664,0.6486205,0.5639945
