,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,display_team_name,year_x,primary_pos_formatted,fielding_runs_prevented,outs_above_average_x,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,age,competitive_runs,bolts,hp_to_1b,sprint_speed,resp_fielder_id,year_y,outs_above_average_y,outs_per_play,rel_league_burst_distance,rel_league_reaction_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n,n_outs
20,20,20,20,20,20,Alvarez,Yordan,670541.0,Astros,,LF,0.3636363636363636,0.3720930232558139,0.5555555555555556,0.3749999999999999,0.4736842105263157,0.5,0.34375,0.4444444444444444,0.1904761904761904,0.5732899022801303,,0.4482758620689648,0.4698795180722896,0.9448573052680858,0.0,0.3461538461538462,0.35,0.5185185185185185,0.2142857142857142,0.9285714285714284,0.56,0.3884297520661155,0.1485148514851485,0.1076923076923077
21,21,21,21,21,21,Amburgey,Trey,664011.0,Yankees,,RF,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,,,,,,,,,,,,,,,,
22,22,22,22,22,22,Anderson,Brian,605119.0,Marlins,,3B,0.4242424242424242,0.4186046511627906,0.5555555555555556,0.4166666666666666,0.5263157894736842,0.5,0.4375,0.3888888888888888,0.3809523809523809,0.257328990228013,,0.4224137931034484,0.5542168674698797,,,,,,,,,,,
23,23,23,23,23,23,Anderson,Tim,641313.0,White Sox,,SS,0.4242424242424242,0.4418604651162791,0.5555555555555556,0.4999999999999999,0.3684210526315789,0.7,0.375,0.5555555555555556,0.3809523809523809,0.742671009771987,0.2123287671232876,0.2844827586206895,0.6746987951807233,,,,,,,,,,,
24,24,24,24,24,24,Andreoli,John,607430.0,Padres,,LF,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,,,,,,,,,,,,,,,,
25,25,25,25,25,25,Andrus,Elvis,462101.0,Athletics,,SS,0.5454545454545454,0.5348837209302325,0.9259259259259258,0.3749999999999999,0.4210526315789473,0.3,0.5625,0.4444444444444444,0.5714285714285714,0.6579804560260587,,0.46551724137931,0.5180722891566267,,,,,,,,,,,
26,26,26,26,26,26,Andujar,Miguel,609280.0,Yankees,,3B,0.3333333333333333,0.3488372093023255,0.5185185185185185,0.3333333333333333,0.5263157894736842,0.5,0.3125,0.4444444444444444,0.2857142857142858,0.1921824104234527,,0.396551724137931,0.6265060240963858,0.688805109257185,0.0,0.3461538461538462,0.25,0.5925925925925926,0.5285714285714285,0.7,0.672,0.4876033057851243,0.1089108910891089,0.0615384615384615
27,27,27,27,27,27,Aquino,Aristides,606157.0,Reds,,RF,0.3333333333333333,0.3488372093023255,0.4444444444444444,0.4166666666666666,0.4736842105263157,0.5,0.375,0.2777777777777778,0.3333333333333332,0.1270358306188925,,0.4051724137931032,0.7108433734939763,0.6757519268386472,0.0,0.3461538461538462,0.385,0.6388888888888888,0.3285714285714285,0.8857142857142857,0.696,0.5702479338842976,0.2079207920792079,0.1538461538461538
28,28,28,28,28,28,Arauz,Jonathan,660620.0,Red Sox,,2B,0.3939393939393939,0.3953488372093023,0.4814814814814814,0.4166666666666666,0.5789473684210527,0.5,0.40625,0.3888888888888888,0.0952380952380951,0.0716612377850162,,,0.5542168674698797,,,,,,,,,,,
29,29,29,29,29,29,Arcia,Orlando,606115.0,---,,SS,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.4,0.375,0.3888888888888888,0.2857142857142858,0.1009771986970684,,0.5258620689655165,0.5301204819277112,0.6755763797167842,0.0,0.3846153846153847,0.4,0.4259259259259259,0.4142857142857142,0.6571428571428571,0.432,0.3636363636363637,0.0,0.0307692307692307
30,30,30,30,30,30,Arenado,Nolan,571448.0,Cardinals,,3B,0.6363636363636364,0.627906976744186,0.7777777777777777,0.3749999999999999,0.7894736842105263,0.4,0.8125,0.2222222222222222,0.476190476190476,0.5830618892508144,,0.6810344827586206,0.3614457831325302,,,,,,,,,,,
31,31,31,31,31,31,Arozarena,Randy,668227.0,Rays,,LF,0.4242424242424242,0.4418604651162791,0.5555555555555556,0.4166666666666666,0.631578947368421,0.3,0.34375,0.611111111111111,0.2857142857142858,0.6449511400651466,0.1164383561643835,0.2327586206896548,0.7710843373493979,0.935185494792102,0.0,0.4230769230769231,0.462,0.4444444444444443,0.3428571428571428,0.7857142857142857,0.488,0.4049586776859502,0.4653465346534653,0.3692307692307692
32,32,32,32,32,32,Arraez,Luis,650333.0,Twins,,2B,0.2727272727272727,0.2790697674418604,0.4444444444444444,0.3333333333333333,0.5263157894736842,0.5,0.40625,0.1111111111111111,0.1904761904761904,0.5472312703583062,,0.3793103448275858,0.5301204819277112,0.860394061491649,0.0,0.3461538461538462,0.385,0.4722222222222221,0.3571428571428571,0.8142857142857143,0.536,0.4545454545454546,0.0792079207920792,0.0769230769230769
33,33,33,33,33,33,Arroyo,Christian,624414.0,Red Sox,,2B,0.3636363636363636,0.3720930232558139,0.4444444444444444,0.3749999999999999,0.5789473684210527,0.6,0.375,0.4444444444444444,0.2857142857142858,0.2671009771986971,,0.3879310344827584,0.6626506024096388,,,,,,,,,,,
34,34,34,34,34,34,Arteaga,Humberto,600858.0,Nationals,,SS,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,,,,,,,,,,,,,,,,
35,35,35,35,35,35,Astudillo,Willians,553902.0,Twins,,3B,0.3333333333333333,0.3255813953488372,0.4444444444444444,0.4166666666666666,0.5263157894736842,0.4,0.34375,0.3333333333333333,0.4285714285714286,0.254071661237785,,0.8448275862068964,0.2168674698795181,,,,,,,,,,,
36,36,36,36,36,36,Avila,Alex,488671.0,Nationals,,1B,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,0.6666666666666667,0.0879478827361563,,,0.2168674698795181,,,,,,,,,,,
37,37,37,37,37,37,Baddoo,Akil,668731.0,Tigers,,CF,0.3636363636363636,0.3488372093023255,0.4444444444444444,0.4166666666666666,0.5263157894736842,0.5,0.375,0.3333333333333333,0.0952380952380951,0.4788273615635179,0.1643835616438356,0.1206896551724132,0.7831325301204819,0.93729206025446,0.0,0.3461538461538462,0.407,0.5555555555555555,0.2428571428571428,0.8999999999999999,0.592,0.5289256198347108,0.5346534653465346,0.3692307692307692
38,38,38,38,38,38,Bader,Harrison,664056.0,Cardinals,,CF,0.7878787878787878,0.7209302325581395,0.5925925925925926,0.6666666666666666,0.7894736842105263,0.6,0.5625,0.8888888888888888,0.3333333333333332,0.4039087947882736,0.2123287671232876,0.1896551724137927,0.8554216867469884,0.917751993713741,0.0,0.8461538461538463,0.642,0.7685185185185184,0.2999999999999999,0.7857142857142857,0.744,0.7603305785123968,0.6138613861386139,0.6615384615384616
39,39,39,39,39,39,Barnes,Austin,605131.0,Dodgers,,2B,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,0.5238095238095237,0.1856677524429967,,0.5,0.5421686746987953,,,,,,,,,,,
40,40,40,40,40,40,Barnhart,Tucker,571466.0,Reds,,1B,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,0.476190476190476,0.3192182410423453,,0.7327586206896544,0.2289156626506026,,,,,,,,,,,
41,41,41,41,41,41,Barrera,Luis,642456.0,Athletics,,RF,0.4242424242424242,0.4186046511627906,0.5185185185185185,0.4166666666666666,0.5789473684210527,0.5,0.375,0.5,,,,,,,,,,,,,,,,
42,42,42,42,42,42,Barrero,Jose,676480.0,Reds,,SS,0.4242424242424242,0.4418604651162791,0.5555555555555556,0.4583333333333333,0.5263157894736842,0.5,0.375,0.5,0.1428571428571428,0.0423452768729641,,,0.6626506024096388,,,,,,,,,,,
43,43,43,43,43,43,Bauers,Jake,641343.0,---,,1B,0.4545454545454545,0.4651162790697674,0.5925925925925926,0.3749999999999999,0.5789473684210527,0.6,0.375,0.5555555555555556,0.2380952380952381,0.2182410423452769,,0.3706896551724132,0.6144578313253013,0.8228186180261816,0.0,0.4230769230769231,0.4,0.648148148148148,0.2142857142857142,0.8857142857142857,0.656,0.4710743801652892,0.099009900990099,0.0923076923076923
44,44,44,44,44,44,Beaty,Matt,607461.0,Dodgers,,1B,0.2424242424242424,0.2558139534883721,0.4444444444444444,0.3749999999999999,0.4210526315789473,0.5,0.28125,0.2777777777777778,0.3809523809523809,0.247557003257329,0.0,0.4137931034482753,0.5662650602409642,0.68120224700316,0.0,0.2307692307692308,0.077,0.2037037037037036,0.1714285714285713,0.6714285714285714,0.136,0.0247933884297522,0.0792079207920792,0.0153846153846153
45,45,45,45,45,45,Beer,Seth,666179.0,D-backs,,1B,0.3636363636363636,0.3720930232558139,0.4814814814814814,0.4166666666666666,0.5263157894736842,0.5,0.34375,0.4444444444444444,,,,,,,,,,,,,,,,
46,46,46,46,46,46,Bell,Josh,605137.0,Nationals,,1B,0.4545454545454545,0.4651162790697674,0.6296296296296295,0.3333333333333333,0.5263157894736842,0.6,0.34375,0.611111111111111,0.3809523809523809,0.6807817589576547,,0.5775862068965512,0.4578313253012052,0.6714886395933997,0.0,0.3461538461538462,0.0,0.0,0.0571428571428571,0.8999999999999999,0.0,0.0082644628099171,0.0,0.0
47,47,47,47,47,47,Bellinger,Cody,641355.0,Dodgers,,CF,0.4242424242424242,0.4186046511627906,0.4814814814814814,0.3333333333333333,0.7368421052631579,0.5,0.40625,0.3888888888888888,0.2380952380952381,0.247557003257329,0.0,0.21551724137931,0.6867469879518078,0.822868774346714,0.0,0.4230769230769231,0.4629999999999999,0.648148148148148,0.2714285714285713,0.8571428571428571,0.664,0.6859504132231407,0.3564356435643565,0.2923076923076923
48,48,48,48,48,48,Belt,Brandon,474832.0,Giants,,1B,0.4545454545454545,0.4418604651162791,0.5555555555555556,0.3333333333333333,0.6842105263157894,0.6,0.40625,0.5,0.6190476190476191,0.2149837133550488,,0.5344827586206895,0.3855421686746991,,,,,,,,,,,
49,49,49,49,49,49,Bemboom,Anthony,621532.0,Angels,,LF,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,0.5238095238095237,0.01628664495114,,,0.5301204819277112,,,,,,,,,,,
50,50,50,50,50,50,Benintendi,Andrew,643217.0,Royals,,LF,0.3939393939393939,0.3953488372093023,0.4814814814814814,0.4166666666666666,0.4736842105263157,0.7,0.34375,0.4444444444444444,0.2857142857142858,0.5276872964169381,,0.3448275862068959,0.6265060240963858,0.83065136341598,0.0,0.4230769230769231,0.471,0.5925925925925926,0.2714285714285713,0.8714285714285713,0.624,0.5371900826446279,0.6237623762376238,0.4923076923076923
51,51,51,51,51,51,Berti,Jon,542932.0,Marlins,,3B,0.3939393939393939,0.3953488372093023,0.5555555555555556,0.2916666666666666,0.5789473684210527,0.6,0.4375,0.3333333333333333,0.5238095238095237,0.3452768729641693,0.3082191780821918,0.1896551724137927,0.9036144578313254,,,,,,,,,,,
52,52,52,52,52,52,Betts,Mookie,605141.0,Dodgers,,RF,0.3636363636363636,0.3720930232558139,0.5555555555555556,0.2499999999999999,0.631578947368421,0.5,0.34375,0.4444444444444444,0.3809523809523809,0.5472312703583062,,0.4051724137931032,0.5662650602409642,0.6715053583669102,0.0,0.4230769230769231,0.484,0.6018518518518517,0.3714285714285714,0.7999999999999999,0.64,0.5619834710743801,0.5643564356435643,0.4615384615384615
53,53,53,53,53,53,Bichette,Bo,666182.0,Blue Jays,,SS,0.2727272727272727,0.2790697674418604,0.074074074074074,0.4166666666666666,0.7368421052631579,0.8,0.15625,0.5555555555555556,0.1428571428571428,0.7654723127035831,,0.3534482758620689,0.6746987951807233,,,,,,,,,,,
54,54,54,54,54,54,Biggio,Cavan,624415.0,Blue Jays,,2B,0.2424242424242424,0.2325581395348837,0.4814814814814814,0.4166666666666666,0.2631578947368421,0.4,0.25,0.2777777777777778,0.2857142857142858,0.2312703583061889,,0.3620689655172411,0.7108433734939763,0.7520647685285806,0.0,0.3846153846153847,0.4,0.2314814814814814,0.4142857142857142,0.5428571428571428,0.2,0.0826446280991737,0.0,0.0307692307692307
55,55,55,55,55,55,Bishop,Braden,623323.0,Mariners,,CF,0.3939393939393939,0.3953488372093023,0.5185185185185185,0.4166666666666666,0.5263157894736842,0.5,0.375,0.4444444444444444,,,,,,,,,,,,,,,,
56,56,56,56,56,56,Blackmon,Charlie,453568.0,Rockies,,CF,0.1515151515151515,0.1860465116279069,0.5185185185185185,0.2083333333333333,0.3157894736842105,0.6,0.3125,0.1111111111111111,0.6666666666666667,0.6775244299674268,0.0,0.3017241379310342,0.6385542168674698,0.0379766940297261,0.0,0.1153846153846154,0.292,0.4722222222222221,0.1142857142857142,0.9285714285714284,0.4639999999999999,0.3305785123966944,0.4257425742574257,0.2153846153846154
57,57,57,57,57,57,Blandino,Alex,607468.0,Reds,,2B,0.3939393939393939,0.4186046511627906,0.5185185185185185,0.4166666666666666,0.5789473684210527,0.5,0.375,0.4444444444444444,0.3809523809523809,0.0586319218241042,,0.78448275862069,0.3132530120481931,,,,,,,,,,,
