,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Jose Fernandez,MIA,0.4433494,0.78524745,0.717871,0.6159219,0.43827996,0.580794,0.10832037,0.09654859,0.32797313,0.21929285,0.12216187,0.23206471,0.09373614,0.07893379,0.3704591,0.21722016,0.72249615,0.6619787,0.6489332,0.57567555
1,1,Clayton Kershaw,LAD,0.3737661,0.575806,0.55446804,0.61529493,0.123295486,0.5369565,0.057452627,0.09081052,0.42243522,0.19886874,0.09801601,0.23206471,0.08459795,0.06912287,0.3704591,0.16211307,0.7266009,0.6657267,0.64911073,0.5756756
2,2,Noah Syndergaard,NYM,0.4024061,0.7931272,0.71301347,0.6159217,0.40624034,0.4875569,0.08852753,0.09085637,0.35146382,0.24446726,0.12204367,0.23206471,0.09382473,0.07704753,0.3704591,0.22105001,0.72246957,0.652128,0.6489098,0.5756755
3,3,Max Scherzer,WSN,0.4079375,0.89943486,0.7641988,0.615922,0.46518385,0.54094285,0.08162211,0.14370683,0.38418382,0.19801031,0.107181996,0.23206471,0.088508256,0.08881368,0.3704591,0.22888516,0.7327876,0.6660426,0.64961445,0.5756756
4,4,Justin Verlander,DET,0.4405143,0.8995186,0.7641994,0.615922,0.48652828,0.4743041,0.08066992,0.14421651,0.3608345,0.21072057,0.109988995,0.23206471,0.08975702,0.09263803,0.3704591,0.25279722,0.7288403,0.6659325,0.6495098,0.5756756
5,5,Chris Sale,CHW,0.46099526,0.89934784,0.76419866,0.615922,0.4784793,0.45113835,0.07899195,0.13875315,0.38114515,0.24789707,0.11593261,0.23206471,0.09637917,0.099044666,0.3704591,0.24752748,0.7252126,0.66475105,0.64909905,0.57567513
6,6,Rick Porcello,BOS,0.43340304,0.8995337,0.76419896,0.615922,0.43765053,0.3549042,0.06684105,0.13299775,0.38752297,0.25863582,0.115045086,0.23206471,0.095977366,0.098367326,0.3704591,0.26987857,0.72029144,0.66286856,0.6490971,0.5756755
7,7,Johnny Cueto,SFG,0.4576981,0.8923899,0.764197,0.615922,0.45428878,0.37124965,0.07587005,0.10688676,0.34550405,0.25672442,0.11653517,0.23206471,0.09240452,0.0885344,0.3704591,0.27191833,0.7344796,0.665949,0.64944196,0.5756756
8,8,Corey Kluber,CLE,0.43965247,0.8966518,0.7641965,0.615922,0.515067,0.4684727,0.08951103,0.13044353,0.3242003,0.23989607,0.11887659,0.23206471,0.09568143,0.09355897,0.3704591,0.2676914,0.72573423,0.6653353,0.6491392,0.5756755
9,9,Jose Quintana,CHW,0.42276478,0.8972025,0.7641961,0.61592185,0.5094798,0.35678172,0.08674344,0.12538475,0.28918386,0.26534742,0.12874158,0.23206471,0.099333934,0.09557984,0.3704591,0.32148588,0.6760068,0.6330464,0.6350442,0.5671492
10,10,Masahiro Tanaka,NYY,0.41764012,0.8811168,0.7637795,0.6159217,0.4260912,0.33664176,0.07482083,0.121984445,0.34319216,0.2618806,0.12115615,0.23206471,0.09699946,0.09320093,0.3704591,0.27954748,0.6692478,0.627506,0.640554,0.57567495
