,Unnamed: 0,Name,Team,G,GS,IP,SO,BB,K/9,BB/9,HR/9,K/BB,AVG,WHIP,RS/9,ERA,FIP,xFIP,SIERA,WAR,bWAR,aWAR,WPA
0,0,Clayton Kershaw,LAD,33.94816106557846,29.69501745700836,177.44623703956603,185.3925142288208,39.30368578433991,10.525629558563232,2.1675215363502502,1.031550469994545,6.644392490386963,0.127608367845416,0.6324974745512009,6.265747144818306,3.1370271742343903,1.3482720709592102,4.460327678918838,2.480642553269863,6.122362023591996,5.288759340047837,4.701442912817001,2.4573512566089635
1,1,Jake Arrieta,CHC,35.613709062337875,28.066876769065857,177.44600175619124,185.3925142288208,38.728976368904114,8.459096889495848,2.375241994857788,0.883795166015625,5.601566314697266,0.1257198797762393,0.6501444429159164,6.265747144818306,3.067509949207306,1.4830359521508216,4.460327678918838,3.243779406994581,6.119620269536973,5.287069106698036,4.699799062013626,2.4573512566089635
2,2,David Price,- - -,37.25665006041527,30.31116199493408,177.446610724926,185.3925142288208,37.7272253036499,7.907676401138305,2.212535575032234,1.2076874345541002,5.828371047973633,0.1471346462666988,0.7004375606775284,6.265747144818306,3.3451177775859837,1.6138383654505013,4.460327678918838,3.639934386014938,6.069329863786698,5.277928494215011,4.693222558498382,2.457350047826768
3,3,Max Scherzer,WSN,34.93633434176445,30.40007519721985,177.44690136909483,185.3925142288208,40.47848153114319,9.45905828475952,1.8734281808137891,1.5563077926635742,6.72552490234375,0.1364103052616119,0.6402369886636734,6.265747144818306,3.2772109508514404,1.5859019923955202,4.460327678918838,2.89072804287076,6.109214967489243,5.282460604906082,4.69570758998394,2.4573488390445712
4,4,Dallas Keuchel,HOU,36.80890113115311,30.267232298851013,177.44652768373487,185.3925142288208,46.39120030403137,7.238063821792602,2.4071144834160805,1.10376757979393,5.023638725280762,0.150188033401966,0.7210282534360886,6.265747144818306,3.3748312890529637,1.6529517677426335,4.460327678918838,3.667351970672607,6.063741034269333,5.278866371512414,4.693903645277023,2.4573494434356693
5,5,Chris Sale,CHW,35.53025749325752,30.19910752773285,177.44609863758086,185.3925142288208,43.19214177131653,10.207134361267087,2.40397247672081,1.3790755212306978,6.507755279541016,0.1482638489007949,0.7317524403333664,6.265747144818306,3.665828973054886,1.6848575903475282,4.460327678918838,2.6938413776457306,5.754281258583069,4.365778307318688,4.226011882424354,1.1610647130012517
6,6,Corey Kluber,CLE,36.66343420743942,30.55707061290741,177.44673528671262,185.3925142288208,44.69809913635254,8.807451725006104,2.316746234893799,1.4167878091335298,5.652289390563965,0.1533852834999561,0.7419245392084122,6.265747144818306,3.712357521057129,1.740668621137738,4.460327678918838,3.321446838825941,5.767070448398591,4.420096873641014,4.156564687490463,0.8050405818223956
7,7,Zack Greinke,LAD,36.18417066335678,28.50955808162689,177.44526822566985,185.39247834682465,35.10323166847229,7.262836503982544,2.216686226427555,1.0568415820598602,5.548944473266602,0.1171101853251457,0.6437290906906128,6.265747144818306,3.086892396211624,1.6140763898938892,4.460327678918838,3.544731699377298,6.052279686927796,5.283002403974534,4.696092695593833,2.4573506522178654
8,8,Gerrit Cole,PIT,35.60153290629387,29.495166420936584,177.44569727182386,185.39247834682465,43.10379195213318,7.658992853164673,2.5075788348913197,1.0828325092792512,5.239392757415772,0.1556989231109619,0.7636230289936066,6.265747144818306,3.603603601455689,1.693129296079278,4.460327678918838,3.7494837874174114,5.9323384225368505,4.689107814431191,4.542297469377517,2.2504264807701118
9,9,Chris Archer,TBR,36.75941437482834,30.29137873649597,177.44627856016157,185.3925142288208,52.27829432487488,9.067331142425536,3.0177639573812485,1.3746566355228425,4.850584983825684,0.1523743855655193,0.7961799502372742,6.265747144818306,3.681826204061508,1.7115753352642058,4.460327678918838,3.72493310123682,5.527810788154603,4.475702533721924,4.263954137563705,1.0439518499374392
10,10,Madison Bumgarner,SFG,34.85288518667221,30.275421619415283,177.4464584827423,185.3925142288208,41.01890695095062,8.432491207122801,2.1549615561962128,1.4077007532119752,5.957053184509277,0.1504643093645572,0.7058954536914825,6.265747144818306,3.52021399140358,1.757502365410328,4.460327678918838,3.4492371766269203,6.035711383819581,5.019697685837746,4.688756433725357,2.4572430706024173
