,Unnamed: 0,Name,Team,FLDPos,G,PA,H,HR,R,RBI,SB,BB,AVG,OBP,SLG,OPS,wRC+,wOBA,Bat,WAR,bWAR,aWAR,WPA
0,0,Mike Trout,LAA,CF,0.9074501,0.8683998,0.7830735,0.4805543,0.708745,0.67796844,0.5933363,0.4768112,0.29406163,0.387233,0.41187027,0.44483536,0.41940218,0.45557803,0.6018646,0.5525963,0.48802692,0.5298019,0.521017
1,1,Mookie Betts,BOS,RF,0.9281274,0.8687532,0.7830867,0.4169736,0.7083445,0.6779826,0.59333307,0.40273684,0.29406163,0.387233,0.3698837,0.4170189,0.40003425,0.411707,0.6014212,0.5525961,0.48779172,0.5195961,0.521017
2,2,Kris Bryant,CHC,3B,0.9185516,0.8683163,0.78306353,0.47324213,0.7016175,0.6779505,0.42646307,0.42238247,0.29406163,0.387233,0.39648506,0.4309258,0.40056962,0.427085,0.60147786,0.55259556,0.48504627,0.48889503,0.521017
3,3,Josh Donaldson,TOR,3B,0.91698647,0.86838126,0.7830656,0.47833705,0.7028707,0.677974,0.23227751,0.46601003,0.29406163,0.387233,0.3946245,0.43254945,0.40503833,0.43494162,0.60170543,0.5525918,0.4838074,0.48173514,0.521017
4,4,Robinson Cano,SEA,2B,0.92131126,0.8685062,0.7830746,0.44891736,0.6855292,0.67799985,0.15337643,0.39662975,0.29406163,0.387233,0.3667351,0.41105434,0.390308,0.40514126,0.6008833,0.552536,0.48075154,0.4529713,0.521017
5,5,Jose Altuve,HOU,2B,0.9248273,0.8686325,0.78308755,0.40660134,0.70384187,0.67796636,0.56113327,0.37997887,0.29406163,0.387233,0.37658086,0.42892897,0.40216184,0.423664,0.6015461,0.55259424,0.4833413,0.4839455,0.521017
6,6,Brian Dozier,MIN,2B,0.9234804,0.868083,0.78304505,0.4461106,0.68861955,0.67774457,0.386399,0.40154055,0.29406163,0.387233,0.3630332,0.4063119,0.38196623,0.39593112,0.5398455,0.55249363,0.47899008,0.4371665,0.521017
7,7,Freddie Freeman,ATL,1B,0.91946095,0.8684729,0.78306836,0.48418695,0.6974415,0.6780109,0.28735694,0.48393902,0.29406163,0.387233,0.41235736,0.43341887,0.4053152,0.435281,0.601435,0.55258936,0.48252478,0.4676852,0.521017
8,8,Buster Posey,SFG,C,0.90032256,0.8647428,0.7797317,0.30440843,0.5667064,0.6019728,0.17795704,0.3474191,0.29406163,0.387233,0.31089428,0.3834136,0.37004653,0.37939095,0.48885435,0.54283756,0.4745308,0.40730378,0.4677339
9,9,Adam Eaton,CHW,RF,0.92505836,0.86732495,0.78303176,0.27435276,0.634028,0.57452345,0.51189005,0.33695987,0.29406163,0.387233,0.3023188,0.37975314,0.3656539,0.37340114,0.42270267,0.5522237,0.47742185,0.43298918,0.47948158
10,10,Manny Machado,BAL,3B,0.91707194,0.8683376,0.78306675,0.45238551,0.6838196,0.6779862,0.20198052,0.4048184,0.29406163,0.387233,0.36918098,0.41124925,0.3895404,0.40551883,0.5992346,0.55250573,0.4794161,0.44484484,0.521017
11,11,Jean Segura,ARI,2B,0.92505735,0.86801624,0.7830666,0.311409,0.6820824,0.64311856,0.5933708,0.31419668,0.29406163,0.387233,0.33926728,0.40238568,0.37830135,0.39330116,0.51645976,0.552509,0.47845075,0.44289523,0.521017
12,12,Kyle Seager,SEA,3B,0.913951,0.86773807,0.78305143,0.43915594,0.65819186,0.67714936,0.17237714,0.44211984,0.29406163,0.387233,0.36194044,0.40893337,0.3871208,0.40652898,0.5812621,0.55206096,0.4763488,0.42753878,0.521017
13,13,Nolan Arenado,COL,3B,0.9224826,0.86854535,0.7830684,0.46787718,0.69147694,0.6780088,0.20848121,0.4334985,0.29406163,0.387233,0.3851994,0.41712978,0.3946777,0.41267827,0.60013306,0.55253285,0.4801802,0.44373986,0.521017
14,14,Ian Kinsler,DET,2B,0.92106146,0.86720514,0.7830271,0.3473772,0.6410709,0.6489762,0.47903708,0.37311727,0.29406163,0.387233,0.3384064,0.3930619,0.37364966,0.3855141,0.48106268,0.55194616,0.47428575,0.40790412,0.5164244
15,15,Yasmani Grandal,LAD,C,0.77260864,0.73589957,0.55918974,0.32612062,0.4156573,0.49747586,0.05161626,0.30003637,0.29406163,0.387233,0.32990548,0.3822697,0.35413915,0.38316804,0.43907434,0.4631543,0.4397132,0.28858137,0.4573374
16,16,Christian Yelich,MIA,LF,0.9115398,0.8675448,0.7830536,0.40663445,0.6749442,0.6768736,0.33747253,0.41569003,0.29406163,0.387233,0.35417387,0.40556887,0.38586026,0.40753603,0.5482021,0.5516385,0.47617027,0.41655546,0.5209594
17,17,Jackie Bradley Jr.,BOS,CF,0.9092996,0.86592746,0.7739568,0.38805667,0.62126076,0.6327338,0.3438523,0.3532688,0.29406163,0.387233,0.32966778,0.390126,0.36788338,0.37992185,0.45577446,0.5409968,0.47283322,0.39399427,0.49920478
18,18,Adrian Beltre,TEX,3B,0.90379286,0.86666,0.78303784,0.4045778,0.6129057,0.67655957,0.102400035,0.35785598,0.29406163,0.387233,0.35511914,0.40430266,0.38289803,0.3991663,0.5907732,0.552053,0.4754589,0.4184371,0.51992196
19,19,Jose Ramirez,CLE,3B,0.9007855,0.86446106,0.7828321,0.22728008,0.6071109,0.5612314,0.52407545,0.28003207,0.29406163,0.387233,0.31259438,0.38820857,0.37102553,0.3820288,0.46779728,0.54661435,0.47280195,0.40212408,0.47825873
20,20,Francisco Lindor,CLE,SS,0.9196146,0.86750805,0.7830457,0.2765749,0.64042443,0.6468436,0.4485451,0.3337992,0.29406163,0.387233,0.2993057,0.37720433,0.36546734,0.36931163,0.4214526,0.5378281,0.47283167,0.39575344,0.45918953
21,21,Miguel Cabrera,DET,1B,0.91417176,0.86840445,0.783071,0.4802083,0.67779547,0.6780115,0.053036995,0.45802593,0.29406163,0.387233,0.3976575,0.42946833,0.4010445,0.42865604,0.60152596,0.55178905,0.4768017,0.4231876,0.521017
22,22,Corey Seager,LAD,SS,0.9107102,0.8679482,0.7830648,0.413786,0.6768618,0.6771872,0.3036037,0.35387868,0.29406163,0.387233,0.36800867,0.41528282,0.38815203,0.41072312,0.58020264,0.55135775,0.4763822,0.42303455,0.521017
23,23,Daniel Murphy,WSN,2B,0.8943068,0.8660783,0.78305477,0.39731687,0.6348346,0.67714643,0.20037234,0.32578313,0.29406163,0.387233,0.395508,0.4305226,0.3958003,0.42582333,0.5979086,0.5516929,0.47592482,0.4194989,0.521017
24,24,Anthony Rizzo,CHC,1B,0.91399956,0.8677751,0.78305733,0.4486991,0.66912353,0.67780995,0.17494406,0.41906208,0.29406163,0.387233,0.38290623,0.4214631,0.3942363,0.42144534,0.6000225,0.55244476,0.4767089,0.43272346,0.521017
25,25,Joey Votto,CIN,1B,0.9092958,0.8679032,0.78306156,0.44019425,0.6805533,0.6778923,0.17134978,0.47776335,0.29406163,0.387233,0.38090992,0.4311383,0.4011149,0.43323305,0.6009706,0.5519228,0.4765008,0.4322319,0.521017
