,Unnamed: 0,Name,Team,FLDPos,G,PA,H,HR,R,RBI,SB,BB,AVG,OBP,SLG,OPS,wRC+,wOBA,Bat,WAR,bWAR,aWAR,WPA
0,0,Mookie Betts,BOS,RF,0.90832055,0.8683332,0.78307426,0.46614113,0.70903045,0.6779873,0.5792354,0.44119132,0.29406163,0.387233,0.4244227,0.44800645,0.42316845,0.4612178,0.6018739,0.55259657,0.48836756,0.53391707,0.521017
1,1,Mike Trout,LAA,CF,0.890667,0.86694455,0.7830291,0.4752767,0.6981662,0.677694,0.38588053,0.5002767,0.29406163,0.387233,0.41801167,0.4477717,0.41850093,0.46475965,0.6017891,0.552596,0.48680112,0.51681334,0.521017
2,2,Jose Ramirez,CLE,3B,0.9151046,0.8682109,0.7830574,0.43005496,0.7037201,0.67756754,0.59320843,0.46383375,0.29406163,0.387233,0.35423326,0.4250043,0.3989489,0.41806182,0.60108465,0.5525957,0.48400307,0.49372,0.521017
3,3,Alex Bregman,HOU,3B,0.9181884,0.86839586,0.783068,0.44355264,0.7038824,0.67793447,0.34972683,0.4805765,0.29406163,0.387233,0.37463936,0.42671072,0.4063558,0.43397295,0.6016937,0.5525956,0.48398414,0.49008763,0.521017
4,4,Francisco Lindor,CLE,SS,0.93430084,0.8686578,0.7830737,0.438068,0.7044439,0.67798305,0.59333086,0.42382756,0.29406163,0.387233,0.35281286,0.41306102,0.391321,0.40319964,0.6004962,0.5525955,0.48323375,0.4804151,0.521017
5,5,Christian Yelich,MIL,LF,0.9151048,0.8684295,0.78307515,0.46424073,0.7068412,0.6779876,0.53561157,0.3886637,0.29406163,0.387233,0.40908483,0.43902108,0.40873742,0.44494176,0.6016737,0.5525957,0.48535886,0.4928355,0.521017
6,6,Manny Machado,- - -,SS,0.9215847,0.86861163,0.7830753,0.45938975,0.70227635,0.678009,0.344962,0.42110717,0.29406163,0.387233,0.3601197,0.41560277,0.392951,0.408913,0.60080993,0.5525128,0.4798108,0.45043227,0.521017
7,7,Matt Chapman,OAK,3B,0.9065822,0.8660943,0.7824014,0.39791974,0.6407177,0.65378845,0.27137488,0.36487964,0.29406163,0.387233,0.3459568,0.403156,0.379674,0.39997134,0.5538214,0.5521112,0.4755994,0.42766958,0.50819767
8,8,Nolan Arenado,COL,3B,0.9166787,0.868128,0.78305924,0.43726748,0.6806797,0.6779579,0.20483641,0.40818197,0.29406163,0.387233,0.36182502,0.4123634,0.38854477,0.40848303,0.596397,0.55250245,0.47842327,0.44053623,0.521017
9,9,Javier Baez,CHC,2B,0.9216203,0.8681628,0.7830627,0.43720356,0.6892524,0.677962,0.59337425,0.29964182,0.29406163,0.387233,0.3654412,0.408183,0.37847397,0.39303893,0.52469766,0.5524862,0.47687507,0.42645487,0.521017
10,10,Lorenzo Cain,MIL,CF,0.9022388,0.86361676,0.78001195,0.20402911,0.6025277,0.51905084,0.59328765,0.32228974,0.29406163,0.387233,0.287546,0.385044,0.36696815,0.38159943,0.4799616,0.5518656,0.47264788,0.41788116,0.48723853
11,11,Anthony Rendon,WSN,3B,0.9010105,0.8658713,0.7827379,0.37459332,0.62239146,0.67669845,0.19236772,0.38098696,0.29406163,0.387233,0.36467093,0.40898946,0.38724437,0.40819559,0.5599888,0.55214703,0.4756552,0.41349477,0.521017
12,12,Jose Altuve,HOU,2B,0.90320694,0.8634846,0.77952373,0.23845777,0.5787262,0.539129,0.47237742,0.29577672,0.29406163,0.387233,0.31466615,0.39048058,0.36856788,0.38831928,0.4476864,0.53996956,0.47075072,0.38369855,0.48823392
13,13,J.D. Martinez,BOS,LF,0.91619444,0.86850786,0.78307474,0.48525545,0.7033693,0.6780148,0.16273391,0.4340763,0.29406163,0.387233,0.42046463,0.43824598,0.40813664,0.4447734,0.601747,0.55257183,0.480981,0.45711547,0.521017
14,14,Aaron Judge,NYY,RF,0.8346289,0.79813164,0.6438017,0.37164193,0.525806,0.5853845,0.14920285,0.35559097,0.29406163,0.387233,0.3550056,0.40981466,0.3738551,0.41073307,0.5304606,0.5321387,0.46865544,0.36234024,0.49565655
15,15,Jed Lowrie,OAK,2B,0.9082853,0.8660245,0.7774818,0.364762,0.6038906,0.6589093,0.09368946,0.40494034,0.29406163,0.387233,0.3118126,0.3816988,0.36892813,0.37979484,0.47856033,0.53054696,0.46935537,0.36185107,0.479094
16,16,Paul Goldschmidt,ARI,1B,0.9138853,0.86786884,0.78304523,0.45572367,0.68788034,0.6778602,0.30300167,0.4540861,0.29406163,0.387233,0.36325938,0.42040193,0.3910345,0.41654995,0.5965597,0.552283,0.4754739,0.4271656,0.521017
17,17,Andrew Benintendi,BOS,LF,0.91351765,0.8668635,0.782996,0.305122,0.6503146,0.63022727,0.4499045,0.33600056,0.29406163,0.387233,0.315793,0.39085352,0.37277153,0.38307804,0.45940313,0.55126196,0.47355756,0.41013655,0.4841331
18,18,Whit Merrifield,KCR,2B,0.9280126,0.86800903,0.783061,0.2524618,0.67938614,0.6470814,0.5934011,0.33909747,0.29406163,0.387233,0.29887462,0.3837884,0.36756474,0.37306228,0.4123024,0.55101126,0.47056347,0.39381978,0.48853454
19,19,Trea Turner,WSN,SS,0.9308661,0.86820316,0.7830528,0.30325872,0.6792067,0.6210906,0.593404,0.3686133,0.29406163,0.387233,0.2853533,0.37466,0.36283514,0.36267495,0.38578847,0.55073905,0.47079152,0.39165866,0.48650035
20,20,Freddie Freeman,ATL,1B,0.92182696,0.86841923,0.78306705,0.42150176,0.6882295,0.67794156,0.32902566,0.3963526,0.29406163,0.387233,0.3501255,0.41223875,0.38863173,0.4044341,0.5721615,0.55236214,0.4760275,0.43315592,0.521017
21,21,Brandon Nimmo,NYM,RF,0.8738237,0.8206719,0.67117494,0.29655322,0.5308103,0.49516538,0.36781806,0.3305082,0.29406163,0.387233,0.32848546,0.40341207,0.36854583,0.4031425,0.49452785,0.52229047,0.4523892,0.3585299,0.4899201
22,22,Mitch Haniger,SEA,RF,0.91726786,0.86783785,0.783039,0.4179528,0.6776856,0.6772425,0.2328026,0.42089364,0.29406163,0.387233,0.34094325,0.4028845,0.38081634,0.39672008,0.5472153,0.55140465,0.47316852,0.40968344,0.52020645
23,23,J.T. Realmuto,MIA,C,0.86750686,0.82882345,0.70162135,0.2992664,0.5175674,0.5684174,0.2095921,0.26675934,0.29406163,0.387233,0.32610226,0.3879835,0.3611778,0.3829223,0.4570988,0.5042621,0.44995257,0.32726574,0.47706768
24,24,Max Muncy,LAD,1B,0.800466,0.78984386,0.6093646,0.40648437,0.52840275,0.5813601,0.10930626,0.38323325,0.29406163,0.387233,0.37508205,0.4201513,0.3778996,0.42119178,0.53354293,0.5163343,0.4590764,0.33502302,0.5031885
25,25,Trevor Story,COL,SS,0.9202929,0.8681542,0.7830596,0.44718692,0.69361126,0.67792666,0.42741498,0.34930483,0.29406163,0.387233,0.3728309,0.4161071,0.38484228,0.40481263,0.55862373,0.5520434,0.4738419,0.40769213,0.521017
26,26,Matt Carpenter,STL,1B,0.914289,0.86734617,0.7789927,0.46381402,0.67043674,0.67796576,0.18562467,0.50148064,0.29406163,0.387233,0.36600897,0.4145647,0.38904458,0.41323736,0.5827484,0.5511586,0.4722492,0.3943919,0.521017
27,27,Yasmani Grandal,LAD,C,0.84255844,0.8191836,0.6308195,0.33075947,0.47807804,0.53976536,0.06329193,0.35701215,0.29406163,0.387233,0.30865365,0.37852398,0.3532907,0.37766597,0.4113416,0.44446194,0.41538307,0.27757764,0.4478443
28,28,Andrelton Simmons,LAA,SS,0.899437,0.8631146,0.77422315,0.22649546,0.55042136,0.5533407,0.29623985,0.28003693,0.29406163,0.387233,0.28697398,0.3680577,0.35736445,0.36388215,0.39151767,0.52199095,0.4583932,0.3551508,0.43829513
29,29,Xander Bogaerts,BOS,SS,0.892618,0.86329925,0.7749441,0.37220788,0.6068411,0.65761274,0.15391965,0.32419083,0.29406163,0.387233,0.34958696,0.40440947,0.37663043,0.40098482,0.54644,0.5288501,0.46860555,0.3652852,0.502278
30,30,Justin Turner,LAD,3B,0.7773812,0.7106755,0.6119519,0.21252824,0.40249896,0.44868362,0.08164162,0.24854708,0.29406163,0.387233,0.3412003,0.40708268,0.3682176,0.4095203,0.50265265,0.47535485,0.42333615,0.30581114,0.46704116
31,31,Eugenio Suarez,CIN,3B,0.9001311,0.86471117,0.77502066,0.4198036,0.599458,0.67276716,0.08915533,0.38020787,0.29406163,0.387233,0.353089,0.40602475,0.37684262,0.4025824,0.52733874,0.5026263,0.46236786,0.33860773,0.503792
32,32,Aaron Hicks,NYY,CF,0.8830473,0.8488709,0.6774168,0.3303443,0.57995737,0.5803422,0.2906001,0.3830315,0.29406163,0.387233,0.3169499,0.38925827,0.366323,0.38638985,0.44295633,0.5141692,0.45454773,0.33306488,0.49105728
33,33,Giancarlo Stanton,NYY,RF,0.9291041,0.868402,0.78303576,0.46047246,0.6868262,0.6780019,0.19226483,0.4739031,0.29406163,0.387233,0.33711916,0.39218426,0.37342224,0.38455683,0.4785781,0.53664744,0.47089434,0.36589175,0.5139224
34,34,Ronald Acuna Jr.,ATL,LF,0.8379239,0.79326624,0.6670971,0.31958908,0.5233035,0.55164933,0.3105034,0.25410986,0.29406163,0.387233,0.35837367,0.4096875,0.3693752,0.40290558,0.4728273,0.51165116,0.44995156,0.3252736,0.49130985
35,35,Starling Marte,PIT,CF,0.9113924,0.8639693,0.7772467,0.2692633,0.5973102,0.60684276,0.5933911,0.24725105,0.29406163,0.387233,0.30464262,0.37795222,0.35555217,0.36420244,0.39597577,0.52459586,0.44339022,0.3296506,0.47552484
36,36,Harrison Bader,STL,CF,0.807378,0.7071512,0.54321253,0.15966958,0.39835128,0.40093228,0.42286405,0.21717428,0.29406163,0.387233,0.27118775,0.36115193,0.33119515,0.35258165,0.2985683,0.4382827,0.37978858,0.25523058,0.4115473
37,37,Eddie Rosario,MIN,LF,0.89664274,0.86015344,0.75532746,0.29158345,0.5469161,0.6117766,0.3611597,0.26603898,0.29406163,0.387233,0.31883866,0.37698624,0.35695276,0.36912945,0.38318226,0.519574,0.4511779,0.32365188,0.47485697
