,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,IDfg,Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,RAA,R,BRSB,BRCS,BsR
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6887,2017,Martin Maldonado,LAA,C,0.8447204968944099,0.8086419753086419,0.8149343662578007,0.8077220077220078,0.1318458417849898,0.0714285714285714,0.0,0.1666666666666666,0.0,0.0338983050847457,0.0,0.0,,0.696969696969697,0.90625,0.5,0.8275862068965517,0.998,,0.7647058823529411,,,0.6666666666666666,,0.7352941176470589,,,,,,0.6785714285714286,,,,,,,,,1.0,0.0,0.0439560439560439,0.087,0.5609756097560976,0.405,0.9487179487179486,1.0,0.111111111111111,1.0,0.0652173913043478,1.0,0.0549450549450549,0.7419354838709677,0.65,,1.0,,,0.3138686131386861,0.0,0.125,0.3224299065420561
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11368,2017,Yasmani Grandal,LAD,C,0.7204968944099378,0.6975308641975309,0.7094899935442222,0.8409266409266409,0.1095334685598377,0.2142857142857142,0.125,0.3333333333333333,0.0071428571428571,0.0338983050847457,0.0117647058823529,0.0069444444444444,,0.6666666666666667,0.65625,1.0,0.5,0.995,,0.8235294117647058,,,0.4166666666666666,,0.6617647058823529,,,,,,0.4642857142857142,,,,,,,,,0.8874045801526718,0.0,0.1758241758241758,0.0,0.3414634146341463,0.391,0.5897435897435898,1.0,0.1851851851851851,0.5,0.0434782608695652,0.979,0.0879120879120879,0.7419354838709677,0.6,,0.8338192419825073,,,0.364963503649635,0.0,0.0625,0.2476635514018692
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9134,2017,Tyler Flowers,ATL,C,0.5217391304347826,0.5246913580246914,0.5272218635678932,0.4965250965250965,0.0933062880324543,0.1785714285714285,0.0625,0.3333333333333333,0.0,0.0338983050847457,0.0,0.0208333333333333,,0.8333333333333334,0.5,0.5625,0.6206896551724138,0.993,,0.411764705882353,,,0.1666666666666666,,0.5588235294117647,,,,,,0.3928571428571428,,,,,,,,,0.799618320610687,0.0,0.0879120879120879,0.042,0.5853658536585366,0.276,0.7435897435897435,,0.0,1.0,0.108695652173913,1.0,0.0293040293040293,1.0,0.35,,0.967930029154519,,,0.2992700729927007,0.0,0.0625,0.4626168224299066
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10847,2017,Andrelton Simmons,LAA,SS,0.9751552795031057,0.9753086419753084,0.9749659278387492,0.1814671814671814,0.8843813387423936,0.5,0.25,0.8333333333333333,0.6428571428571428,0.7966101694915254,0.5411764705882353,0.0555555555555555,,,,,,0.98,,,0.75,,0.6666666666666666,1.0,1.0,0.8232445520581114,0.8208955223880597,0.809,0.7352941176470588,,1.0,,0.6923076923076923,0.8729508196721312,0.8538011695906431,0.886039886039886,0.5748432601880878,,,0.7900763358778626,0.0,0.2087912087912087,0.087,0.5609756097560976,0.5,0.2051282051282051,0.467,0.5555555555555555,0.813,0.6956521739130435,0.987,0.8186813186813185,,,,,0.9,0.8055555555555555,0.5620437956204379,0.3166666666666666,0.375,0.5420560747663552
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12976,2017,Austin Hedges,SDP,C,0.7080745341614906,0.6728395061728395,0.662147622121799,0.7111969111969112,0.1135902636916835,0.3571428571428571,0.0625,0.75,0.0142857142857142,0.0677966101694915,0.0235294117647058,0.0277777777777777,,0.6818181818181819,0.8125,0.1875,0.603448275862069,0.99,,0.6470588235294118,,,0.75,,0.7058823529411764,,,,,,0.7142857142857142,,,,,,,,,0.7595419847328244,0.0,0.0659340659340659,0.143,0.5121951219512195,0.286,0.717948717948718,1.0,0.037037037037037,0.8,0.108695652173913,0.943,0.0641025641025641,0.7741935483870968,0.6,,0.7434402332361516,,,0.2627737226277372,0.0666666666666666,0.0625,0.4018691588785047
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13265,2017,Mike Zunino,SEA,C,0.7391304347826086,0.691358024691358,0.705831719388853,0.6903474903474903,0.1135902636916835,0.25,0.1875,0.3333333333333333,0.0,0.0338983050847457,0.0117647058823529,0.0208333333333333,,0.8181818181818182,0.53125,0.625,0.896551724137931,0.993,,0.6470588235294118,,,0.0833333333333333,,0.4558823529411764,,,,,,0.5357142857142857,,,,,,,,,0.7194656488549618,0.0,0.1098901098901098,0.0,0.5609756097560976,0.31,0.7435897435897435,1.0,0.111111111111111,1.0,0.0652173913043478,1.0,0.0695970695970696,0.4516129032258065,0.7,,0.6676384839650146,,,0.3795620437956204,0.0166666666666666,0.0,0.3691588785046729
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9774,2017,Christian Vazquez,BOS,C,0.5838509316770186,0.5246913580246914,0.5458718886736963,0.6131274131274131,0.0953346855983772,0.2857142857142857,0.125,0.4166666666666666,0.0071428571428571,0.0169491525423728,0.0117647058823529,0.0,,0.4393939393939394,0.65625,0.6875,0.396551724137931,0.991,,0.7647058823529411,,,0.3333333333333333,,0.5441176470588235,,,,,,0.6428571428571428,,,,,,,,,0.717557251908397,0.0,0.0659340659340659,0.25,0.1951219512195122,0.5,0.6666666666666666,0.5,0.074074074074074,0.5,0.0434782608695652,0.95,0.0366300366300366,0.8387096774193549,0.25,,0.6618075801749271,,,0.3138686131386861,0.1166666666666666,0.125,0.3364485981308411
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9874,2017,DJ LeMahieu,COL,2B,0.9440993788819876,0.9320987654320988,0.9267627860268274,0.1938223938223938,0.9533468559837728,0.2857142857142857,0.25,0.3333333333333333,0.7071428571428571,0.6610169491525424,0.6941176470588235,0.0625,,,,,,0.989,,,0.5,,0.5833333333333333,0.5636363636363636,0.6029411764705882,0.9757869249394674,0.9402985074626866,0.782,0.6029411764705882,,0.7142857142857142,,0.6153846153846154,0.3442622950819672,0.871345029239766,0.5128205128205128,0.5172413793103449,,,0.7041984732824427,0.0,0.1208791208791208,0.0,0.7317073170731707,0.273,0.5641025641025641,0.778,0.6666666666666665,0.8079999999999999,0.5652173913043478,0.983,0.8424908424908424,,,,,0.9,0.8055555555555555,0.6934306569343065,0.1,0.3125,0.2383177570093458
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11739,2017,J.T. Realmuto,MIA,C,0.7763975155279502,0.7716049382716049,0.7784233555699018,0.7173745173745174,0.1764705882352941,0.2142857142857142,0.125,0.25,0.0214285714285714,0.1525423728813559,0.0117647058823529,0.0208333333333333,,0.8030303030303031,0.78125,0.5625,0.7586206896551724,0.994,,0.7647058823529411,,,0.4999999999999999,,0.4117647058823529,,,,,,,,,,,,,,,0.7022900763358779,0.0,0.0549450549450549,0.0,0.5365853658536586,0.467,0.7692307692307692,0.5,0.2222222222222221,0.875,0.1739130434782608,0.964,0.1007326007326007,0.2580645161290322,0.0999999999999999,,0.5568513119533528,,,0.4963503649635036,0.1333333333333333,0.125,0.5233644859813085
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14161,2017,Byron Buxton,MIN,CF,0.8447204968944099,0.8086419753086419,0.8127107094182627,0.3003861003861003,0.0121703853955375,0.1785714285714285,0.125,0.25,0.0,0.0169491525423728,0.0,0.0,,,,,,0.988,,,,0.5555555555555556,0.4166666666666666,0.7636363636363637,0.7205882352941176,0.6973365617433415,0.817910447761194,0.951,0.8455882352941176,,0.75,0.4319526627218935,,0.9057377049180328,0.6198830409356724,0.6723646723646723,0.5474137931034483,,,0.6889312977099238,0.0,0.6373626373626372,0.278,0.4390243902439024,0.667,0.2307692307692307,0.889,0.3333333333333332,1.0,0.5,0.997,0.6336996336996337,,,,,1.0,1.0,0.5036496350364963,0.4833333333333333,0.0625,1.0
